model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-1b,hybrid,zero_shot,gemma-1b:zero_shot,25,2.04,3.0,0.12,5.16,0.22404,57.0895454545,41.4677272727,0.96,2.8888,64.3992,2.6468,0.40624,7.84,0.52,1.8,0.44376,0.3758,1866.92,912.4,2776.04,,102.0,11.202,2511.94,48.0,93346.0,45620.0,138802.0,0.080704889,0.7348597282,18.0972896644,0.3458163427,2.04,3.0,0.12,5.16,0.22404,57.0895454545,41.4677272727,0.96,2.8888,64.3992,2.6468,0.40624,7.84,0.52,1.8,0.44376,0.3758,1866.92,912.4,2776.04,,42.664606
gemma-1b,hybrid,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.708,3.28,1.0,2.4332,77.7508,1.7496,0.60908,0.0,0.0,0.0,1.0,0.0,1065.58,375.74,1441.32,,0.0,0.0,935.4,50.0,53279.0,18787.0,72066.0,0.0,0.0,12.9797685455,0.6938084534,0.0,0.0,0.0,0.0,0.0,18.708,3.28,1.0,2.4332,77.7508,1.7496,0.60908,0.0,0.0,0.0,1.0,0.0,1065.58,375.74,1441.32,,25.145744
gemma-1b,hybrid,scot,gemma-1b:scot,25,2.24,3.32,0.08,5.64,0.21128,58.0391304348,46.8843478261,1.0,3.2188,67.8384,2.9324,0.38444,6.6,0.44,1.96,0.43628,0.38936,881.8,707.24,1586.5,,112.0,10.564,2669.8,50.0,44090.0,35362.0,79325.0,0.1331736527,1.4119130161,33.6564765206,0.6303183107,2.24,3.32,0.08,5.64,0.21128,58.0391304348,46.8843478261,1.0,3.2188,67.8384,2.9324,0.38444,6.6,0.44,1.96,0.43628,0.38936,881.8,707.24,1586.5,,46.866906
gemma-1b,hybrid,few_shot,gemma-1b:few_shot,25,3.12,2.12,0.2,5.44,0.41108,64.9925,49.448,0.733,1.79,61.1084,2.4624,0.39344,5.76,1.28,2.08,0.381,0.43716,1483.66,926.14,2407.32,,156.0,20.554,2599.7,36.65,74183.0,46307.0,120366.0,0.1707625077,1.2960470565,21.5982918764,0.3044879783,3.12,2.12,0.2,5.44,0.41108,64.9925,49.448,0.733,1.79,61.1084,2.4624,0.39344,5.76,1.28,2.08,0.381,0.43716,1483.66,926.14,2407.32,,50.489735
gemma-1b,self_healing,zero_shot,gemma-1b:zero_shot,25,0.0,0.0,0.0,0.0,0.0,20.6704,2.28,1.0,2.66,73.5988,1.9996,0.55856,0.0,0.0,0.0,1.0,0.0,500.86,234.96,735.82,,0.0,0.0,1033.52,50.0,25043.0,11748.0,36791.0,0.0,0.0,28.0916528499,1.3590280232,0.0,0.0,0.0,0.0,0.0,20.6704,2.28,1.0,2.66,73.5988,1.9996,0.55856,0.0,0.0,0.0,1.0,0.0,500.86,234.96,735.82,,27.854312
gemma-1b,self_healing,cot,gemma-1b:cot,25,0.08,0.44,0.0,0.52,0.01332,25.8616,8.9468,1.0,2.7644,72.7308,2.1196,0.54836,0.48,0.04,0.24,0.92,0.04568,443.92,163.38,607.16,,4.0,0.666,1293.08,50.0,22196.0,8169.0,30358.0,0.0219382041,0.1317609856,42.5943738059,1.6470123197,0.08,0.44,0.0,0.52,0.01332,25.8616,8.9468,1.0,2.7644,72.7308,2.1196,0.54836,0.48,0.04,0.24,0.92,0.04568,443.92,163.38,607.16,,30.546196
gemma-1b,self_healing,scot,gemma-1b:scot,25,0.32,0.12,0.0,0.44,0.02908,23.0736,6.28,1.0,2.84,73.49,2.098,0.54968,0.44,0.0,0.12,0.96,0.026,396.3,31.28,427.42,,16.0,1.454,1153.68,50.0,19815.0,1564.0,21371.0,0.0680361237,0.7486781152,53.9834354967,2.33961911,0.32,0.12,0.0,0.44,0.02908,23.0736,6.28,1.0,2.84,73.49,2.098,0.54968,0.44,0.0,0.12,0.96,0.026,396.3,31.28,427.42,,30.847867
gemma-1b,self_healing,few_shot,gemma-1b:few_shot,25,0.12,0.12,0.0,0.24,0.02,23.1068,6.28,1.0,2.8648,72.7176,2.0876,0.5494,0.24,0.0,0.12,0.96,0.022,442.8,5.88,448.62,,6.0,1.0,1155.34,50.0,22140.0,294.0,22431.0,0.04458116,0.26748696,51.5063973965,2.2290580001,0.12,0.12,0.0,0.24,0.02,23.1068,6.28,1.0,2.8648,72.7176,2.0876,0.5494,0.24,0.0,0.12,0.96,0.022,442.8,5.88,448.62,,30.386318
gemma-1b,soa,zero_shot,gemma-1b:zero_shot,25,0.48,1.36,0.28,2.12,0.06972,42.3105555556,26.7988888889,1.0,2.058,53.2056,1.7832,0.46488,2.64,0.28,0.84,0.72668,0.17804,782.0,612.54,1393.5,,24.0,3.486,1523.18,50.0,39100.0,30627.0,69675.0,0.0500322928,0.3444564047,21.8612127736,0.7176175099,0.48,1.36,0.28,2.12,0.06972,42.3105555556,26.7988888889,1.0,2.058,53.2056,1.7832,0.46488,2.64,0.28,0.84,0.72668,0.17804,782.0,612.54,1393.5,,35.765921
gemma-1b,soa,cot,gemma-1b:cot,25,0.52,0.8,0.28,1.6,0.08,38.1172222222,22.6322222222,1.0,2.0832,53.5844,1.6928,0.47332,2.2,0.16,0.72,0.76668,0.14604,1155.4,1105.02,2259.6,,26.0,4.0,1372.22,50.0,57770.0,55251.0,112980.0,0.0354044964,0.2301292264,12.1456895026,0.4425562046,0.52,0.8,0.28,1.6,0.08,38.1172222222,22.6322222222,1.0,2.0832,53.5844,1.6928,0.47332,2.2,0.16,0.72,0.76668,0.14604,1155.4,1105.02,2259.6,,32.085922
gemma-1b,soa,scot,gemma-1b:scot,25,0.52,1.28,0.24,2.04,0.07472,39.9905263158,23.8621052632,1.0,1.9536,55.5108,1.836,0.4804,2.12,0.24,0.72,0.76668,0.14836,766.34,809.44,1574.96,,26.0,3.736,1519.64,50.0,38317.0,40472.0,78748.0,0.0474424747,0.3301671154,19.2975059684,0.6349367603,0.52,1.28,0.24,2.04,0.07472,39.9905263158,23.8621052632,1.0,1.9536,55.5108,1.836,0.4804,2.12,0.24,0.72,0.76668,0.14836,766.34,809.44,1574.96,,34.518635
gemma-1b,soa,few_shot,gemma-1b:few_shot,25,0.56,1.72,0.28,2.56,0.07172,42.4688888889,26.2433333333,1.0,1.9832,52.972,1.822,0.46144,2.68,0.24,0.84,0.733,0.1758,536.2,581.54,1116.7,,28.0,3.586,1528.88,50.0,26810.0,29077.0,55835.0,0.0642249485,0.5014775678,27.3821079968,0.8954956568,0.56,1.72,0.28,2.56,0.07172,42.4688888889,26.2433333333,1.0,1.9832,52.972,1.822,0.46144,2.68,0.24,0.84,0.733,0.1758,536.2,581.54,1116.7,,36.733314
gemma-1b,swarm,zero_shot,gemma-1b:zero_shot,25,0.16,0.64,0.16,0.96,0.068,38.0423809524,30.7004761905,0.96,4.688,62.556,3.1784,0.3756,6.6,0.36,1.68,0.45332,0.34872,991.36,779.2,1767.92,,8.0,3.4,1597.78,48.0,49568.0,38960.0,88396.0,0.0384632789,0.0905018327,18.0752522739,0.543010996,0.16,0.64,0.16,0.96,0.068,38.0423809524,30.7004761905,0.96,4.688,62.556,3.1784,0.3756,6.6,0.36,1.68,0.45332,0.34872,991.36,779.2,1767.92,,34.559767
gemma-1b,swarm,cot,gemma-1b:cot,25,0.28,0.96,0.36,1.6,0.08932,47.505,33.034375,0.96,2.4532,46.4868,2.0944,0.3584,3.12,0.28,1.72,0.49336,0.2934,1351.22,1830.46,3180.84,,14.0,4.466,1520.16,48.0,67561.0,91523.0,159042.0,0.0280806328,0.088027062,9.5582299015,0.3018070698,0.28,0.96,0.36,1.6,0.08932,47.505,33.034375,0.96,2.4532,46.4868,2.0944,0.3584,3.12,0.28,1.72,0.49336,0.2934,1351.22,1830.46,3180.84,,32.78305
gemma-1b,swarm,scot,gemma-1b:scot,25,0.4,0.28,0.08,0.76,0.088,27.0086956522,17.6086956522,0.96,3.7448,71.2484,3.2892,0.39764,2.2,0.12,0.72,0.76,0.14404,874.9,661.44,1535.54,,20.0,4.4,1242.4,48.0,43745.0,33072.0,76777.0,0.0573088295,0.2604946794,16.1819294841,0.6251872306,0.4,0.28,0.08,0.76,0.088,27.0086956522,17.6086956522,0.96,3.7448,71.2484,3.2892,0.39764,2.2,0.12,0.72,0.76,0.14404,874.9,661.44,1535.54,,31.285107
gemma-1b,swarm,few_shot,gemma-1b:few_shot,25,0.6,0.8,0.08,1.48,0.15696,45.7608695652,33.5591304348,0.96,3.65,71.9908,2.752,0.4334,6.0,0.48,2.28,0.38336,0.41724,647.9,595.28,1241.08,,30.0,7.848,2105.0,48.0,32395.0,29764.0,62054.0,0.1264704934,0.4834498985,33.9220678764,0.7735198376,0.6,0.8,0.08,1.48,0.15696,45.7608695652,33.5591304348,0.96,3.65,71.9908,2.752,0.4334,6.0,0.48,2.28,0.38336,0.41724,647.9,595.28,1241.08,,42.389281
gemma-27b,actor_critic,zero_shot,gemma-27b:zero_shot,25,10.28,3.36,0.0,13.64,0.75068,86.034,70.8412,0.858,2.5884,68.4972,4.4004,0.30412,19.24,1.08,3.4,0.00648,0.71252,1428.56,12.66,1432.76,,514.0,37.534,4301.7,42.9,71428.0,633.0,71638.0,0.5239398085,7.1749630085,60.0477400262,0.5988441888,10.28,3.36,0.0,13.64,0.75068,86.034,70.8412,0.858,2.5884,68.4972,4.4004,0.30412,19.24,1.08,3.4,0.00648,0.71252,1428.56,12.66,1432.76,,77.026555
gemma-27b,actor_critic,cot,gemma-27b:cot,25,2.16,8.68,0.12,10.96,0.17316,72.3236363636,30.08,1.0,2.68,65.0512,3.3148,0.32464,17.56,1.28,3.24,0.12,0.64728,1213.86,22.18,1228.24,,108.0,8.658,3182.24,50.0,60693.0,1109.0,61412.0,0.1409822185,1.7586139517,51.8178857552,0.8141731258,2.16,8.68,0.12,10.96,0.17316,72.3236363636,30.08,1.0,2.68,65.0512,3.3148,0.32464,17.56,1.28,3.24,0.12,0.64728,1213.86,22.18,1228.24,,52.618739
gemma-27b,actor_critic,scot,gemma-27b:scot,25,8.44,2.76,0.04,11.24,0.68056,82.3708333333,61.88125,0.77,2.1688,69.026,3.8252,0.32956,13.64,0.88,3.16,0.08632,0.62712,995.4,252.7,1242.42,,422.0,34.028,3953.8,38.5,49770.0,12635.0,62121.0,0.5477696753,6.793193928,63.6467539157,0.6197582138,8.44,2.76,0.04,11.24,0.68056,82.3708333333,61.88125,0.77,2.1688,69.026,3.8252,0.32956,13.64,0.88,3.16,0.08632,0.62712,995.4,252.7,1242.42,,71.730359
gemma-27b,actor_critic,few_shot,gemma-27b:few_shot,25,7.2,2.4,0.04,9.64,0.66452,79.18375,60.6329166667,0.773,2.5444,72.0712,3.6728,0.34028,12.36,1.0,3.16,0.08,0.64284,1168.22,215.14,1378.26,,360.0,33.226,3800.82,38.65,58411.0,10757.0,68913.0,0.4821441528,5.2239780593,55.153889687,0.5608520889,7.2,2.4,0.04,9.64,0.66452,79.18375,60.6329166667,0.773,2.5444,72.0712,3.6728,0.34028,12.36,1.0,3.16,0.08,0.64284,1168.22,215.14,1378.26,,70.067131
gemma-27b,adversarial,zero_shot,gemma-27b:zero_shot,25,11.28,3.24,0.0,14.52,0.7456,84.5412,65.5276,0.85168,2.4644,71.3788,3.974,0.33012,12.4,0.84,2.56,0.20332,0.55724,757.88,49.96,802.5,,564.0,37.28,4227.06,42.584,37894.0,2498.0,40125.0,0.9290965732,14.0560747664,105.3472897196,1.0612834891,11.28,3.24,0.0,14.52,0.7456,84.5412,65.5276,0.85168,2.4644,71.3788,3.974,0.33012,12.4,0.84,2.56,0.20332,0.55724,757.88,49.96,802.5,,76.783982
gemma-27b,adversarial,cot,gemma-27b:cot,25,0.0298507463,11.2985074627,0.0447761194,11.3731343284,0.0033134328,68.753125,12.90625,1.0,2.6734328358,68.9892537313,2.6901492537,0.4002985075,18.2835820896,1.1641791045,3.1194029851,0.0496567164,0.6794776119,732.0746268657,151.8358208955,877.7014925373,,2.0,0.222,4400.2,67.0,49049.0,10173.0,58806.0,0.003775125,0.034010135,74.825698058,1.1393395232,0.0298507463,11.2985074627,0.0447761194,11.3731343284,0.0033134328,68.753125,12.90625,1.0,2.6734328358,68.9892537313,2.6901492537,0.4002985075,18.2835820896,1.1641791045,3.1194029851,0.0496567164,0.6794776119,732.0746268657,151.8358208955,877.7014925373,,46.356256
gemma-27b,adversarial,scot,gemma-27b:scot,25,7.88,1.96,0.04,9.88,0.77212,81.79625,64.9458333333,0.66434,2.312,71.0144,3.3544,0.36904,12.0,1.0,3.08,0.04648,0.65212,422.82,195.86,613.72,,394.0,38.606,3926.22,33.217,21141.0,9793.0,30686.0,1.2580981555,12.8397314736,127.9482500163,1.0824806101,7.88,1.96,0.04,9.88,0.77212,81.79625,64.9458333333,0.66434,2.312,71.0144,3.3544,0.36904,12.0,1.0,3.08,0.04648,0.65212,422.82,195.86,613.72,,75.890735
gemma-27b,adversarial,few_shot,gemma-27b:few_shot,25,7.0,2.08,0.04,9.12,0.72972,84.4633333333,66.75375,0.81668,2.554,70.57,3.3912,0.34996,14.24,1.04,3.08,0.044,0.66948,798.64,515.1,1307.64,,350.0,36.486,4054.24,40.834,39932.0,25755.0,65382.0,0.5580434982,5.3531553027,62.0085038696,0.6245449818,7.0,2.08,0.04,9.12,0.72972,84.4633333333,66.75375,0.81668,2.554,70.57,3.3912,0.34996,14.24,1.04,3.08,0.044,0.66948,798.64,515.1,1307.64,,75.138644
gemma-27b,atomic_swarm,zero_shot,gemma-27b:zero_shot,25,1.88,1.28,0.0,3.16,0.57004,62.8704,38.772,0.62068,2.3028,79.156,2.6876,0.51524,4.68,0.84,3.24,0.0866,0.53836,594.02,0.42,593.3,,94.0,28.502,3143.52,31.034,29701.0,21.0,29665.0,0.9607955503,3.1687173437,105.9673015338,1.04614866,1.88,1.28,0.0,3.16,0.57004,62.8704,38.772,0.62068,2.3028,79.156,2.6876,0.51524,4.68,0.84,3.24,0.0866,0.53836,594.02,0.42,593.3,,61.347769
gemma-27b,atomic_swarm,cot,gemma-27b:cot,25,1.36,1.44,0.04,2.84,0.49336,61.3624,36.4388,0.65634,2.336,80.8792,2.542,0.53852,4.56,0.8,3.24,0.10656,0.52368,930.42,0.4,929.76,,68.0,24.668,3068.12,32.817,46521.0,20.0,46488.0,0.5306315608,1.4627430735,65.9981070384,0.7059241094,1.36,1.44,0.04,2.84,0.49336,61.3624,36.4388,0.65634,2.336,80.8792,2.542,0.53852,4.56,0.8,3.24,0.10656,0.52368,930.42,0.4,929.76,,57.233899
gemma-27b,atomic_swarm,scot,gemma-27b:scot,25,1.28,1.56,0.0,2.84,0.46668,60.5084,32.7552,0.66868,2.312,81.5188,2.5236,0.54248,4.52,0.8,3.24,0.10656,0.52568,1328.64,10.24,1337.84,,64.0,23.334,3025.42,33.434,66432.0,512.0,66892.0,0.3488309514,0.9567661305,45.2284279137,0.4998206064,1.28,1.56,0.0,2.84,0.46668,60.5084,32.7552,0.66868,2.312,81.5188,2.5236,0.54248,4.52,0.8,3.24,0.10656,0.52568,1328.64,10.24,1337.84,,54.875367
gemma-27b,atomic_swarm,few_shot,gemma-27b:few_shot,25,1.36,1.48,0.0,2.84,0.49336,61.392,36.2164,0.66068,2.3348,80.6748,2.5796,0.53856,4.56,0.8,3.24,0.09324,0.52904,1045.14,235.58,1279.66,,68.0,24.668,3069.6,33.034,52257.0,11779.0,63983.0,0.385539909,1.0627823015,47.975243424,0.5162933904,1.36,1.48,0.0,2.84,0.49336,61.392,36.2164,0.66068,2.3348,80.6748,2.5796,0.53856,4.56,0.8,3.24,0.09324,0.52904,1045.14,235.58,1279.66,,56.259975
gemma-27b,baseline,zero_shot,gemma-27b:zero_shot,25,9.0,2.36,0.0,11.36,0.75404,83.6564,64.1772,0.77334,2.4548,72.2244,3.6632,0.35096,14.4,0.96,2.96,0.04472,0.66092,780.92,0.48,775.2,,450.0,37.702,4182.82,38.667,39046.0,24.0,38760.0,0.9727038184,11.6099071207,107.9158926729,0.9976006192,9.0,2.36,0.0,11.36,0.75404,83.6564,64.1772,0.77334,2.4548,72.2244,3.6632,0.35096,14.4,0.96,2.96,0.04472,0.66092,780.92,0.48,775.2,,76.847908
gemma-27b,baseline,cot,gemma-27b:cot,25,7.12,3.96,0.0,11.08,0.6446,83.3884,57.7504,0.81168,2.9236,72.02,3.6412,0.3468,16.44,1.04,3.04,0.04516,0.67016,662.24,0.52,655.54,,356.0,32.23,4169.42,40.584,33112.0,26.0,32777.0,0.9833114684,10.8612746743,127.2056625072,1.2381853129,7.12,3.96,0.0,11.08,0.6446,83.3884,57.7504,0.81168,2.9236,72.02,3.6412,0.3468,16.44,1.04,3.04,0.04516,0.67016,662.24,0.52,655.54,,73.446998
