model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-12b,soa,cot,gemma-12b:cot,25,3.96,1.32,0.6,5.88,0.28136,87.006,79.284,0.0,3.3592,55.1656,2.874,0.12312,15.52,0.76,2.4,0.28888,0.48952,702.08,0.0,702.08,10.5828,99.0,7.034,870.06,0.0,17552.0,0.0,17552.0,0.400752051,5.6403828624,49.5704193254,0.0,3.96,1.32,0.6,5.88,0.28136,87.006,79.284,0.0,3.3592,55.1656,2.874,0.12312,15.52,0.76,2.4,0.28888,0.48952,702.08,0.0,702.08,10.5828,47.253489
gemma-12b,soa,scot,gemma-12b:scot,25,4.36,1.36,0.56,6.28,0.31908,88.1781818182,81.2581818182,0.008,3.2804,55.1576,2.838,0.12752,15.2,0.72,2.44,0.28236,0.49148,899.6,0.0,899.6,10.4484,109.0,7.977,969.96,0.2,22490.0,0.0,22490.0,0.3546909738,4.8465984882,43.1285015562,0.0088928413,4.36,1.36,0.56,6.28,0.31908,88.1781818182,81.2581818182,0.008,3.2804,55.1576,2.838,0.12752,15.2,0.72,2.44,0.28236,0.49148,899.6,0.0,899.6,10.4484,49.012739
gemma-12b,soa,few_shot,gemma-12b:few_shot,25,3.96,1.28,0.6,5.84,0.28408,87.944,80.284,0.016,3.1012,53.5436,2.6352,0.12224,14.68,0.64,2.28,0.32708,0.46596,1190.56,0.0,1190.56,12.1224,99.0,7.102,879.44,0.4,29764.0,0.0,29764.0,0.2386104018,3.3261658379,29.5471038839,0.0134390539,3.96,1.28,0.6,5.84,0.28408,87.944,80.284,0.016,3.1012,53.5436,2.6352,0.12224,14.68,0.64,2.28,0.32708,0.46596,1190.56,0.0,1190.56,12.1224,47.150607
gemma-12b,swarm,zero_shot,gemma-12b:zero_shot,25,1.04,0.24,0.0,1.28,0.84,80.7048,59.2668,0.072,2.08,78.3632,0.3468,0.12068,1.36,0.52,3.0,0.03332,0.44752,1115.0,0.0,1115.0,18.9352,26.0,21.0,2017.62,1.8,27875.0,0.0,27875.0,0.7533632287,0.932735426,72.3809865471,0.064573991,1.04,0.24,0.0,1.28,0.84,80.7048,59.2668,0.072,2.08,78.3632,0.3468,0.12068,1.36,0.52,3.0,0.03332,0.44752,1115.0,0.0,1115.0,18.9352,68.302905
gemma-12b,swarm,cot,gemma-12b:cot,25,1.68,1.04,0.0,2.72,0.74784,78.4632,55.9336,0.01468,2.0508,73.406,0.6636,0.10008,2.52,0.6,2.92,0.04,0.47416,1163.68,0.0,1163.68,22.332,42.0,18.696,1961.58,0.367,29092.0,0.0,29092.0,0.6426509006,1.4436958614,67.4267839956,0.0126151519,1.68,1.04,0.0,2.72,0.74784,78.4632,55.9336,0.01468,2.0508,73.406,0.6636,0.10008,2.52,0.6,2.92,0.04,0.47416,1163.68,0.0,1163.68,22.332,63.417801
gemma-12b,swarm,scot,gemma-12b:scot,25,1.28,0.72,0.0,2.0,0.71768,79.832,61.4268,0.10468,2.0792,77.8368,0.5812,0.11148,1.84,0.4,3.0,0.02,0.4518,1124.44,0.0,1124.44,18.9236,32.0,17.942,1995.8,2.617,28111.0,0.0,28111.0,0.6382554872,1.1383444203,70.9971185657,0.0930952296,1.28,0.72,0.0,2.0,0.71768,79.832,61.4268,0.10468,2.0792,77.8368,0.5812,0.11148,1.84,0.4,3.0,0.02,0.4518,1124.44,0.0,1124.44,18.9236,63.716197
gemma-12b,swarm,few_shot,gemma-12b:few_shot,25,0.84,0.28,0.0,1.12,0.74668,90.8496,80.2668,0.14136,2.0,80.64,0.272,0.12356,1.56,0.04,3.0,0.03332,0.43236,1060.2,0.0,1060.2,16.774,21.0,18.667,2271.24,3.534,26505.0,0.0,26505.0,0.7042822109,0.792303339,85.6910016978,0.1333333333,0.84,0.28,0.0,1.12,0.74668,90.8496,80.2668,0.14136,2.0,80.64,0.272,0.12356,1.56,0.04,3.0,0.03332,0.43236,1060.2,0.0,1060.2,16.774,68.045653
gemma-1b,actor_critic,zero_shot,gemma-1b:zero_shot,25,2.48,3.32,0.04,5.84,0.28972,61.00875,45.50375,0.0,3.5548,73.8404,2.27,0.47112,7.96,0.68,2.2,0.31008,0.46492,1484.56,896.96,2381.52,23.4968,62.0,7.243,1464.21,0.0,37114.0,22424.0,59538.0,0.1216533978,1.0413517417,24.592865061,0.0,2.48,3.32,0.04,5.84,0.28972,61.00875,45.50375,0.0,3.5548,73.8404,2.27,0.47112,7.96,0.68,2.2,0.31008,0.46492,1484.56,896.96,2381.52,23.4968,39.293432
gemma-1b,actor_critic,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,14.1348,2.0,0.0,4.48,87.4872,1.268,0.71084,0.0,0.0,0.0,1.0,0.0,835.96,801.88,1637.84,27.7016,0.0,0.0,353.37,0.0,20899.0,20047.0,40946.0,0.0,0.0,8.6301470229,0.0,0.0,0.0,0.0,0.0,0.0,14.1348,2.0,0.0,4.48,87.4872,1.268,0.71084,0.0,0.0,0.0,1.0,0.0,835.96,801.88,1637.84,27.7016,12.022928
gemma-1b,actor_critic,scot,gemma-1b:scot,25,1.6,2.76,0.12,4.48,0.1764,49.1395454545,38.8259090909,0.0,5.8372,65.0068,2.2652,0.43496,9.48,0.44,1.8,0.43076,0.38876,1586.16,1127.8,2713.96,21.7664,40.0,4.41,1081.07,0.0,39654.0,28195.0,67849.0,0.0649972734,0.5895444295,15.9334699111,0.0,1.6,2.76,0.12,4.48,0.1764,49.1395454545,38.8259090909,0.0,5.8372,65.0068,2.2652,0.43496,9.48,0.44,1.8,0.43076,0.38876,1586.16,1127.8,2713.96,21.7664,30.725083
gemma-1b,actor_critic,few_shot,gemma-1b:few_shot,25,1.36,1.2,0.04,2.6,0.46416,60.4375,57.7529166667,0.0,3.6436,69.6524,1.792,0.35356,6.48,0.92,2.4,0.2,0.46648,1156.16,849.76,2005.92,23.622,34.0,11.604,1450.5,0.0,28904.0,21244.0,50148.0,0.2313950706,0.6779931403,28.9243838239,0.0,1.36,1.2,0.04,2.6,0.46416,60.4375,57.7529166667,0.0,3.6436,69.6524,1.792,0.35356,6.48,0.92,2.4,0.2,0.46648,1156.16,849.76,2005.92,23.622,46.49028
gemma-1b,adversarial,zero_shot,gemma-1b:zero_shot,25,1.76,2.36,0.04,4.16,0.2702,53.0691666667,39.86125,0.0,3.77,77.5436,1.9732,0.54988,6.88,0.64,1.8,0.41436,0.3842,723.76,720.08,1443.84,22.9492,44.0,6.755,1273.66,0.0,18094.0,18002.0,36096.0,0.1871398493,1.2189716312,35.2853501773,0.0,1.76,2.36,0.04,4.16,0.2702,53.0691666667,39.86125,0.0,3.77,77.5436,1.9732,0.54988,6.88,0.64,1.8,0.41436,0.3842,723.76,720.08,1443.84,22.9492,36.585469
gemma-1b,adversarial,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,14.8004,2.0,0.0,4.28,87.9208,1.2816,0.7354,0.0,0.0,0.0,1.0,0.0,808.84,820.72,1629.56,20.3968,0.0,0.0,370.01,0.0,20221.0,20518.0,40739.0,0.0,0.0,9.0824517048,0.0,0.0,0.0,0.0,0.0,0.0,14.8004,2.0,0.0,4.28,87.9208,1.2816,0.7354,0.0,0.0,0.0,1.0,0.0,808.84,820.72,1629.56,20.3968,12.196966
gemma-1b,adversarial,scot,gemma-1b:scot,25,1.68,1.92,0.04,3.64,0.2278,52.2675,48.2129166667,0.0,5.3124,79.1008,2.1816,0.5446,6.8,0.6,2.04,0.32,0.44616,786.28,1016.0,1802.28,36.9332,42.0,5.695,1254.42,0.0,19657.0,25400.0,45057.0,0.1263954546,0.9321526067,27.8407350689,0.0,1.68,1.92,0.04,3.64,0.2278,52.2675,48.2129166667,0.0,5.3124,79.1008,2.1816,0.5446,6.8,0.6,2.04,0.32,0.44616,786.28,1016.0,1802.28,36.9332,34.978021
gemma-1b,adversarial,few_shot,gemma-1b:few_shot,25,1.44,0.92,0.04,2.4,0.42132,50.8458333333,44.4595833333,0.008,2.7888,73.464,1.7276,0.44064,2.88,0.64,1.92,0.36,0.35484,854.92,902.92,1757.84,24.112,36.0,10.533,1220.3,0.2,21373.0,22573.0,43946.0,0.239680517,0.8191871843,27.7681700269,0.0045510399,1.44,0.92,0.04,2.4,0.42132,50.8458333333,44.4595833333,0.008,2.7888,73.464,1.7276,0.44064,2.88,0.64,1.92,0.36,0.35484,854.92,902.92,1757.84,24.112,41.611196
gemma-1b,atomic_swarm,zero_shot,gemma-1b:zero_shot,25,0.0,0.04,0.04,0.08,0.0,13.24875,0.0,0.0,4.558,69.878,3.7256,0.36828,0.2,0.08,0.12,0.96,0.02432,613.8,989.2,1603.0,37.2064,0.0,0.0,317.97,0.0,15345.0,24730.0,40075.0,0.0,0.0,7.9343730505,0.0,0.0,0.04,0.04,0.08,0.0,13.24875,0.0,0.0,4.558,69.878,3.7256,0.36828,0.2,0.08,0.12,0.96,0.02432,613.8,989.2,1603.0,37.2064,12.076753
gemma-1b,atomic_swarm,cot,gemma-1b:cot,25,0.0,0.08,0.0,0.08,0.0,14.12,0.7144,0.0,4.8456,72.5648,3.7612,0.38504,0.68,0.12,0.24,0.92,0.052,738.96,1008.12,1747.08,44.9304,0.0,0.0,353.0,0.0,18474.0,25203.0,43677.0,0.0,0.0,8.0820569178,0.0,0.0,0.08,0.0,0.08,0.0,14.12,0.7144,0.0,4.8456,72.5648,3.7612,0.38504,0.68,0.12,0.24,0.92,0.052,738.96,1008.12,1747.08,44.9304,12.438463
gemma-1b,atomic_swarm,scot,gemma-1b:scot,25,0.0,0.08,0.0,0.08,0.0,13.9292,0.6668,0.0,4.8316,72.4992,3.7976,0.38092,0.6,0.12,0.24,0.92,0.052,899.48,1133.28,2032.76,41.884,0.0,0.0,348.23,0.0,22487.0,28332.0,50819.0,0.0,0.0,6.8523583699,0.0,0.0,0.08,0.0,0.08,0.0,13.9292,0.6668,0.0,4.8316,72.4992,3.7976,0.38092,0.6,0.12,0.24,0.92,0.052,899.48,1133.28,2032.76,41.884,12.127247
gemma-1b,atomic_swarm,few_shot,gemma-1b:few_shot,25,0.0,0.08,0.0,0.08,0.0,14.0312,0.6,0.0,4.8244,72.462,3.7876,0.38172,0.6,0.12,0.24,0.92,0.052,514.4,570.76,1085.16,45.584,0.0,0.0,350.78,0.0,12860.0,14269.0,27129.0,0.0,0.0,12.9300748277,0.0,0.0,0.08,0.0,0.08,0.0,14.0312,0.6,0.0,4.8244,72.462,3.7876,0.38172,0.6,0.12,0.24,0.92,0.052,514.4,570.76,1085.16,45.584,13.02683
gemma-1b,baseline,zero_shot,gemma-1b:zero_shot,25,0.72,0.64,0.04,1.4,0.07852,27.52,11.285,0.0,4.6712,80.148,1.5264,0.66288,3.72,0.2,0.6,0.80572,0.12388,692.24,975.0,1667.24,12.4936,18.0,1.963,660.48,0.0,17306.0,24375.0,41681.0,0.047095799,0.4318514431,15.8460689523,0.0,0.72,0.64,0.04,1.4,0.07852,27.52,11.285,0.0,4.6712,80.148,1.5264,0.66288,3.72,0.2,0.6,0.80572,0.12388,692.24,975.0,1667.24,12.4936,19.721709
gemma-1b,baseline,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,14.4344,2.0,0.0,4.04,86.4024,1.168,0.68384,0.0,0.0,0.0,1.0,0.0,725.36,881.32,1606.68,13.5224,0.0,0.0,360.86,0.0,18134.0,22033.0,40167.0,0.0,0.0,8.9839918341,0.0,0.0,0.0,0.0,0.0,0.0,14.4344,2.0,0.0,4.04,86.4024,1.168,0.68384,0.0,0.0,0.0,1.0,0.0,725.36,881.32,1606.68,13.5224,12.126571
gemma-1b,baseline,scot,gemma-1b:scot,25,0.64,0.28,0.0,0.92,0.05248,23.8156,9.6132,0.0,4.4168,84.5188,1.4676,0.67048,1.96,0.08,0.36,0.88,0.07732,658.24,655.96,1314.2,18.8628,16.0,1.312,595.39,0.0,16456.0,16399.0,32855.0,0.0399330391,0.4869882818,18.1217470705,0.0,0.64,0.28,0.0,0.92,0.05248,23.8156,9.6132,0.0,4.4168,84.5188,1.4676,0.67048,1.96,0.08,0.36,0.88,0.07732,658.24,655.96,1314.2,18.8628,17.614059
gemma-1b,baseline,few_shot,gemma-1b:few_shot,25,0.4,0.44,0.04,0.88,0.11832,28.4316666667,14.6333333333,0.0,4.4876,80.5812,1.3172,0.61284,0.92,0.12,0.6,0.8,0.10804,786.88,755.44,1542.32,16.5284,10.0,2.958,682.36,0.0,19672.0,18886.0,38558.0,0.0767155973,0.2593495513,17.6969759842,0.0,0.4,0.44,0.04,0.88,0.11832,28.4316666667,14.6333333333,0.0,4.4876,80.5812,1.3172,0.61284,0.92,0.12,0.6,0.8,0.10804,786.88,755.44,1542.32,16.5284,21.498454
gemma-1b,coa,zero_shot,gemma-1b:zero_shot,25,0.0,0.0,0.0,0.0,0.0,16.9036,2.0,0.0,4.0308,70.9912,3.5456,0.32288,0.0,0.0,0.0,1.0,0.0,1061.2,926.88,1988.08,43.144,0.0,0.0,422.59,0.0,26530.0,23172.0,49702.0,0.0,0.0,8.5024747495,0.0,0.0,0.0,0.0,0.0,0.0,16.9036,2.0,0.0,4.0308,70.9912,3.5456,0.32288,0.0,0.0,0.0,1.0,0.0,1061.2,926.88,1988.08,43.144,12.392061
gemma-1b,coa,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,17.1428,2.0,0.0,3.8296,71.9228,3.482,0.31644,0.0,0.0,0.0,1.0,0.0,758.6,928.92,1687.52,42.3112,0.0,0.0,428.57,0.0,18965.0,23223.0,42188.0,0.0,0.0,10.1585758984,0.0,0.0,0.0,0.0,0.0,0.0,17.1428,2.0,0.0,3.8296,71.9228,3.482,0.31644,0.0,0.0,0.0,1.0,0.0,758.6,928.92,1687.52,42.3112,12.729102
gemma-1b,coa,scot,gemma-1b:scot,25,0.0,0.0,0.0,0.0,0.0,17.3616,2.0,0.0,3.8832,71.7112,3.4752,0.32568,0.0,0.0,0.0,1.0,0.0,1007.96,935.88,1943.84,44.4668,0.0,0.0,434.04,0.0,25199.0,23397.0,48596.0,0.0,0.0,8.9315993086,0.0,0.0,0.0,0.0,0.0,0.0,17.3616,2.0,0.0,3.8832,71.7112,3.4752,0.32568,0.0,0.0,0.0,1.0,0.0,1007.96,935.88,1943.84,44.4668,12.547368
gemma-1b,coa,few_shot,gemma-1b:few_shot,25,0.0,0.0,0.0,0.0,0.0,16.798,2.0,0.0,4.0332,72.222,3.59,0.33392,0.0,0.0,0.0,1.0,0.0,1010.52,929.16,1939.68,48.1508,0.0,0.0,419.95,0.0,25263.0,23229.0,48492.0,0.0,0.0,8.6601913718,0.0,0.0,0.0,0.0,0.0,0.0,16.798,2.0,0.0,4.0332,72.222,3.59,0.33392,0.0,0.0,0.0,1.0,0.0,1010.52,929.16,1939.68,48.1508,12.410306
gemma-1b,competitive,zero_shot,gemma-1b:zero_shot,25,0.0,0.0,0.04,0.04,0.0,15.9291666667,2.0833333333,0.0,3.84,79.1068,1.0824,0.56144,0.0,0.0,0.0,1.0,0.0,504.8,516.72,1021.52,9.6084,0.0,0.0,382.3,0.0,12620.0,12918.0,25538.0,0.0,0.0,14.9698488527,0.0,0.0,0.0,0.04,0.04,0.0,15.9291666667,2.0833333333,0.0,3.84,79.1068,1.0824,0.56144,0.0,0.0,0.0,1.0,0.0,504.8,516.72,1021.52,9.6084,13.040024
gemma-1b,competitive,cot,gemma-1b:cot,25,0.0,0.0,0.04,0.04,0.0,16.1279166667,2.0833333333,0.0,3.8,81.168,1.062,0.56996,0.0,0.0,0.0,1.0,0.0,476.08,367.56,843.64,15.5792,0.0,0.0,387.07,0.0,11902.0,9189.0,21091.0,0.0,0.0,18.3523777915,0.0,0.0,0.0,0.04,0.04,0.0,16.1279166667,2.0833333333,0.0,3.8,81.168,1.062,0.56996,0.0,0.0,0.0,1.0,0.0,476.08,367.56,843.64,15.5792,13.253791
gemma-1b,competitive,scot,gemma-1b:scot,25,0.0,0.0,0.0,0.0,0.0,15.6148,2.0,0.0,3.84,84.1272,1.108,0.58764,0.0,0.0,0.0,1.0,0.0,551.8,663.0,1214.8,13.4844,0.0,0.0,390.37,0.0,13795.0,16575.0,30370.0,0.0,0.0,12.8538030952,0.0,0.0,0.0,0.0,0.0,0.0,15.6148,2.0,0.0,3.84,84.1272,1.108,0.58764,0.0,0.0,0.0,1.0,0.0,551.8,663.0,1214.8,13.4844,12.783147
gemma-1b,competitive,few_shot,gemma-1b:few_shot,25,0.0,0.0,0.04,0.04,0.0,15.7520833333,2.0833333333,0.0,3.8,80.5924,1.0732,0.56712,0.0,0.0,0.0,1.0,0.0,742.44,1003.24,1745.68,13.006,0.0,0.0,378.05,0.0,18561.0,25081.0,43642.0,0.0,0.0,8.6625269236,0.0,0.0,0.0,0.04,0.04,0.0,15.7520833333,2.0833333333,0.0,3.8,80.5924,1.0732,0.56712,0.0,0.0,0.0,1.0,0.0,742.44,1003.24,1745.68,13.006,12.327775
gemma-1b,consensus,zero_shot,gemma-1b:zero_shot,25,0.88,1.72,0.04,2.64,0.13544,40.9079166667,25.1125,0.0,3.3632,79.5624,1.586,0.56704,3.48,0.4,1.08,0.64268,0.23304,1615.6,866.72,2482.32,56.9944,22.0,3.386,981.79,0.0,40390.0,21668.0,62058.0,0.0545618615,0.354507074,15.8205227368,0.0,0.88,1.72,0.04,2.64,0.13544,40.9079166667,25.1125,0.0,3.3632,79.5624,1.586,0.56704,3.48,0.4,1.08,0.64268,0.23304,1615.6,866.72,2482.32,56.9944,25.685244
gemma-1b,consensus,cot,gemma-1b:cot,25,0.92,1.76,0.04,2.72,0.13604,40.2816666667,25.03,0.0,3.2156,79.5568,1.6248,0.55656,3.04,0.36,1.08,0.6604,0.22392,1874.92,967.2,2842.12,58.1812,23.0,3.401,966.76,0.0,46873.0,24180.0,71053.0,0.0478656777,0.3237020252,13.6061813013,0.0,0.92,1.76,0.04,2.72,0.13604,40.2816666667,25.03,0.0,3.2156,79.5568,1.6248,0.55656,3.04,0.36,1.08,0.6604,0.22392,1874.92,967.2,2842.12,58.1812,25.129596
gemma-1b,consensus,scot,gemma-1b:scot,25,1.0,2.0,0.04,3.04,0.1478,43.6733333333,28.98125,0.0,3.0168,79.2972,1.6272,0.558,3.44,0.4,1.2,0.61372,0.25128,1720.68,939.16,2659.84,59.6068,25.0,3.695,1048.16,0.0,43017.0,23479.0,66496.0,0.0555672522,0.3759624639,15.7627526468,0.0,1.0,2.0,0.04,3.04,0.1478,43.6733333333,28.98125,0.0,3.0168,79.2972,1.6272,0.558,3.44,0.4,1.2,0.61372,0.25128,1720.68,939.16,2659.84,59.6068,26.889651
gemma-1b,consensus,few_shot,gemma-1b:few_shot,25,0.76,1.56,0.08,2.4,0.10172,37.2047826087,22.7539130435,0.0,3.1952,76.9432,1.4848,0.57288,2.16,0.28,0.84,0.72668,0.176,1625.28,785.76,2411.04,51.3016,19.0,2.543,855.71,0.0,40632.0,19644.0,60276.0,0.0421892627,0.31521667,14.1965292986,0.0,0.76,1.56,0.08,2.4,0.10172,37.2047826087,22.7539130435,0.0,3.1952,76.9432,1.4848,0.57288,2.16,0.28,0.84,0.72668,0.176,1625.28,785.76,2411.04,51.3016,22.906011
gemma-1b,hybrid,zero_shot,gemma-1b:zero_shot,25,1.92,2.6,0.16,4.68,0.24156,58.0795238095,42.49,0.0,3.664,66.7332,1.9092,0.42148,6.56,0.6,2.04,0.35756,0.42072,1540.44,1171.76,2712.2,49.9944,48.0,6.039,1219.67,0.0,38511.0,29294.0,67805.0,0.0890642283,0.7079123958,17.9879064966,0.0,1.92,2.6,0.16,4.68,0.24156,58.0795238095,42.49,0.0,3.664,66.7332,1.9092,0.42148,6.56,0.6,2.04,0.35756,0.42072,1540.44,1171.76,2712.2,49.9944,35.887701
gemma-1b,hybrid,cot,gemma-1b:cot,25,0.0,0.0,0.04,0.04,0.0,15.5191666667,2.7779166667,0.0,3.98,78.0928,1.0136,0.5214,0.0,0.0,0.0,1.0,0.0,1234.2,1103.04,2337.24,47.1096,0.0,0.0,372.46,0.0,30855.0,27576.0,58431.0,0.0,0.0,6.3743560781,0.0,0.0,0.0,0.04,0.04,0.0,15.5191666667,2.7779166667,0.0,3.98,78.0928,1.0136,0.5214,0.0,0.0,0.0,1.0,0.0,1234.2,1103.04,2337.24,47.1096,11.723881
gemma-1b,hybrid,scot,gemma-1b:scot,25,2.32,2.88,0.08,5.28,0.31416,61.6269565217,50.7582608696,0.0,4.608,65.818,2.328,0.3664,8.52,0.64,2.52,0.18244,0.51716,1820.32,1604.12,3424.44,41.7312,58.0,7.854,1417.42,0.0,45508.0,40103.0,85611.0,0.0917405474,0.6774830337,16.55651727,0.0,2.32,2.88,0.08,5.28,0.31416,61.6269565217,50.7582608696,0.0,4.608,65.818,2.328,0.3664,8.52,0.64,2.52,0.18244,0.51716,1820.32,1604.12,3424.44,41.7312,39.985976
gemma-1b,hybrid,few_shot,gemma-1b:few_shot,25,3.6,2.84,0.24,6.68,0.42784,69.6685714286,55.8895238095,0.01,2.1912,57.6884,2.2996,0.27812,6.64,1.4,2.44,0.21456,0.5288,1826.44,1312.44,3138.88,44.68,90.0,10.696,1463.04,0.25,45661.0,32811.0,78472.0,0.1363033948,1.1469059027,18.644102355,0.0031858497,3.6,2.84,0.24,6.68,0.42784,69.6685714286,55.8895238095,0.01,2.1912,57.6884,2.2996,0.27812,6.64,1.4,2.44,0.21456,0.5288,1826.44,1312.44,3138.88,44.68,47.073386
gemma-1b,self_healing,zero_shot,gemma-1b:zero_shot,25,0.2,0.28,0.0,0.48,0.03332,22.7576,8.6668,0.0,4.5172,84.904,1.442,0.71472,0.48,0.04,0.24,0.92,0.04568,735.84,660.64,1396.48,19.7212,5.0,0.833,568.94,0.0,18396.0,16516.0,34912.0,0.0238599908,0.1432172319,16.2964023831,0.0,0.2,0.28,0.0,0.48,0.03332,22.7576,8.6668,0.0,4.5172,84.904,1.442,0.71472,0.48,0.04,0.24,0.92,0.04568,735.84,660.64,1396.48,19.7212,16.190863
gemma-1b,self_healing,cot,gemma-1b:cot,25,0.0,0.32,0.0,0.32,0.0,20.0532,6.0,0.0,4.8488,85.454,1.3872,0.7194,0.28,0.0,0.12,0.96,0.023,566.76,675.96,1242.72,16.7628,0.0,0.0,501.33,0.0,14169.0,16899.0,31068.0,0.0,0.0,16.1365392043,0.0,0.0,0.32,0.0,0.32,0.0,20.0532,6.0,0.0,4.8488,85.454,1.3872,0.7194,0.28,0.0,0.12,0.96,0.023,566.76,675.96,1242.72,16.7628,14.096994
gemma-1b,self_healing,scot,gemma-1b:scot,25,0.12,0.12,0.0,0.24,0.02,20.4484,6.0,0.0,4.6716,85.5352,1.3956,0.72168,0.24,0.0,0.12,0.96,0.022,549.24,633.72,1182.96,20.6032,3.0,0.5,511.21,0.0,13731.0,15843.0,29574.0,0.0169067424,0.1014404545,17.2857915737,0.0,0.12,0.12,0.0,0.24,0.02,20.4484,6.0,0.0,4.6716,85.5352,1.3956,0.72168,0.24,0.0,0.12,0.96,0.022,549.24,633.72,1182.96,20.6032,15.040917
gemma-1b,self_healing,few_shot,gemma-1b:few_shot,25,0.16,0.24,0.0,0.4,0.03,21.4296,7.4284,0.0,4.9116,84.7856,1.4496,0.70344,1.0,0.04,0.24,0.92,0.04968,688.4,689.28,1377.68,19.0572,4.0,0.75,535.74,0.0,17210.0,17232.0,34442.0,0.0217757389,0.1161372743,15.5548458278,0.0,0.16,0.24,0.0,0.4,0.03,21.4296,7.4284,0.0,4.9116,84.7856,1.4496,0.70344,1.0,0.04,0.24,0.92,0.04968,688.4,689.28,1377.68,19.0572,15.783404
gemma-1b,soa,zero_shot,gemma-1b:zero_shot,25,0.48,1.2,0.28,1.96,0.06204,35.5261111111,22.7355555556,0.0,3.1496,59.7344,1.2748,0.5908,2.48,0.16,0.72,0.76668,0.15004,703.04,1025.12,1728.16,26.2508,12.0,1.551,639.47,0.0,17576.0,25628.0,43204.0,0.0358994538,0.27775206,14.8011758171,0.0,0.48,1.2,0.28,1.96,0.06204,35.5261111111,22.7355555556,0.0,3.1496,59.7344,1.2748,0.5908,2.48,0.16,0.72,0.76668,0.15004,703.04,1025.12,1728.16,26.2508,21.269443
gemma-1b,soa,cot,gemma-1b:cot,25,0.32,1.64,0.32,2.28,0.03692,39.7676470588,26.6611764706,0.0,2.6388,56.066,1.2512,0.5748,2.88,0.28,0.84,0.725,0.18244,866.68,1072.36,1939.04,27.7872,8.0,0.923,676.05,0.0,21667.0,26809.0,48476.0,0.0190403499,0.165030118,13.9460764089,0.0,0.32,1.64,0.32,2.28,0.03692,39.7676470588,26.6611764706,0.0,2.6388,56.066,1.2512,0.5748,2.88,0.28,0.84,0.725,0.18244,866.68,1072.36,1939.04,27.7872,21.454508
gemma-1b,soa,scot,gemma-1b:scot,25,0.52,1.36,0.2,2.08,0.07004,36.2025,22.062,0.0,3.2496,66.12,1.4148,0.61868,2.52,0.24,0.84,0.72668,0.17236,539.2,719.8,1259.0,15.942,13.0,1.751,724.05,0.0,13480.0,17995.0,31475.0,0.0556314535,0.4130262113,23.0039714059,0.0,0.52,1.36,0.2,2.08,0.07004,36.2025,22.062,0.0,3.2496,66.12,1.4148,0.61868,2.52,0.24,0.84,0.72668,0.17236,539.2,719.8,1259.0,15.942,22.414502
gemma-1b,soa,few_shot,gemma-1b:few_shot,25,0.52,1.28,0.32,2.12,0.07472,40.1535294118,26.7282352941,0.0,2.392,56.0124,1.1732,0.60412,2.12,0.24,0.72,0.76668,0.14836,687.92,1145.72,1833.64,36.1384,13.0,1.868,682.61,0.0,17198.0,28643.0,45841.0,0.0407495473,0.2835889269,14.8908182631,0.0,0.52,1.28,0.32,2.12,0.07472,40.1535294118,26.7282352941,0.0,2.392,56.0124,1.1732,0.60412,2.12,0.24,0.72,0.76668,0.14836,687.92,1145.72,1833.64,36.1384,22.819401
gemma-1b,swarm,zero_shot,gemma-1b:zero_shot,25,0.28,0.76,0.08,1.12,0.128,35.4926086957,29.3391304348,0.0,6.966,67.2972,2.9036,0.34068,8.4,0.4,2.04,0.38,0.40576,1214.96,1282.36,2497.32,52.2428,7.0,3.2,816.33,0.0,30374.0,32059.0,62433.0,0.0512549453,0.1121201928,13.0752967181,0.0,0.28,0.76,0.08,1.12,0.128,35.4926086957,29.3391304348,0.0,6.966,67.2972,2.9036,0.34068,8.4,0.4,2.04,0.38,0.40576,1214.96,1282.36,2497.32,52.2428,25.747181
