model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-12b,soa,zero_shot,gemma-12b:zero_shot,25,2.4,2.96,0.56,5.92,0.18128,79.53,54.4272727273,0.96,3.0592,68.8536,3.5392,0.348,12.76,0.72,2.28,0.32,0.46408,1499.96,0.0,1499.96,,60.0,4.532,874.83,24.0,37499.0,0.0,37499.0,0.1208565562,1.6000426678,23.3294221179,0.6400170671,2.4,2.96,0.56,5.92,0.18128,79.53,54.4272727273,0.96,3.0592,68.8536,3.5392,0.348,12.76,0.72,2.28,0.32,0.46408,1499.96,0.0,1499.96,,54.790911
gemma-12b,soa,cot,gemma-12b:cot,25,2.36,2.92,0.56,5.84,0.16508,76.1081818182,50.2581818182,0.968,2.8424,67.1652,3.2652,0.36008,14.56,0.68,2.16,0.36684,0.43464,1671.6,0.0,1671.6,,59.0,4.127,837.19,24.2,41790.0,0.0,41790.0,0.0987556832,1.4118210098,20.0332615458,0.5790859057,2.36,2.92,0.56,5.84,0.16508,76.1081818182,50.2581818182,0.968,2.8424,67.1652,3.2652,0.36008,14.56,0.68,2.16,0.36684,0.43464,1671.6,0.0,1671.6,,52.954733
gemma-12b,soa,scot,gemma-12b:scot,25,2.48,3.12,0.52,6.12,0.19768,80.4341666667,49.975,0.96,3.2556,69.1852,3.4752,0.34772,12.48,0.64,2.28,0.32,0.46076,2120.16,0.0,2120.16,,62.0,4.942,965.21,24.0,53004.0,0.0,53004.0,0.0932382462,1.1697230398,18.2101350841,0.4527960154,2.48,3.12,0.52,6.12,0.19768,80.4341666667,49.975,0.96,3.2556,69.1852,3.4752,0.34772,12.48,0.64,2.28,0.32,0.46076,2120.16,0.0,2120.16,,55.067669
gemma-12b,soa,few_shot,gemma-12b:few_shot,25,2.32,3.24,0.56,6.12,0.16532,80.5509090909,50.44,0.968,2.796,66.5876,3.2648,0.34892,14.2,0.76,2.28,0.32212,0.4722,1016.6,0.0,1016.6,,58.0,4.133,886.06,24.2,25415.0,0.0,25415.0,0.1626204997,2.2821168601,34.863663191,0.9521935865,2.32,3.24,0.56,6.12,0.16532,80.5509090909,50.44,0.968,2.796,66.5876,3.2648,0.34892,14.2,0.76,2.28,0.32212,0.4722,1016.6,0.0,1016.6,,55.054798
gemma-12b,swarm,zero_shot,gemma-12b:zero_shot,25,0.08,1.0,0.0,1.08,0.08,54.2372,21.8,0.96,1.5736,83.8196,1.0024,0.749,1.32,0.52,2.92,0.02,0.44584,1829.8,0.0,1829.8,,2.0,2.0,1355.93,24.0,45745.0,0.0,45745.0,0.0437206252,0.0437206252,29.6410536671,0.5246475025,0.08,1.0,0.0,1.08,0.08,54.2372,21.8,0.96,1.5736,83.8196,1.0024,0.749,1.32,0.52,2.92,0.02,0.44584,1829.8,0.0,1829.8,,43.929861
gemma-12b,swarm,cot,gemma-12b:cot,25,0.16,2.52,0.0,2.68,0.016,56.0328,17.44,1.0,1.6468,84.0864,1.3352,0.66816,2.44,0.6,2.92,0.04,0.46816,1382.8,0.0,1382.8,,4.0,0.4,1400.82,25.0,34570.0,0.0,34570.0,0.0115707261,0.1157072606,40.5212612091,0.7231703789,0.16,2.52,0.0,2.68,0.016,56.0328,17.44,1.0,1.6468,84.0864,1.3352,0.66816,2.44,0.6,2.92,0.04,0.46816,1382.8,0.0,1382.8,,43.054281
gemma-12b,swarm,scot,gemma-12b:scot,25,0.0,1.2,0.0,1.2,0.0,52.6324,17.6,1.0,1.6072,82.4608,1.0808,0.72848,1.32,0.4,3.0,0.04,0.4398,1774.92,0.0,1774.92,,0.0,0.0,1315.81,25.0,44373.0,0.0,44373.0,0.0,0.0,29.653392829,0.5634056746,0.0,1.2,0.0,1.2,0.0,52.6324,17.6,1.0,1.6072,82.4608,1.0808,0.72848,1.32,0.4,3.0,0.04,0.4398,1774.92,0.0,1774.92,,40.918883
gemma-12b,swarm,few_shot,gemma-12b:few_shot,25,0.04,1.24,0.0,1.28,0.04,53.2232,20.48,0.96,1.5368,82.8592,0.978,0.7552,1.6,0.04,3.0,0.03996,0.43172,1501.88,0.0,1501.88,,1.0,1.0,1330.58,24.0,37547.0,0.0,37547.0,0.0266332863,0.0266332863,35.43771806,0.6391988707,0.04,1.24,0.0,1.28,0.04,53.2232,20.48,0.96,1.5368,82.8592,0.978,0.7552,1.6,0.04,3.0,0.03996,0.43172,1501.88,0.0,1501.88,,42.23764
gemma-1b,actor_critic,zero_shot,gemma-1b:zero_shot,25,2.16,3.64,0.08,5.88,0.25048,61.8991304348,47.772173913,1.0,3.3432,66.5324,3.0444,0.3762,8.88,0.72,2.2,0.30384,0.46912,2825.84,1102.12,3927.96,,54.0,6.262,1423.68,25.0,70646.0,27553.0,98199.0,0.0637684701,0.5499037668,14.4979073107,0.2545850772,2.16,3.64,0.08,5.88,0.25048,61.8991304348,47.772173913,1.0,3.3432,66.5324,3.0444,0.3762,8.88,0.72,2.2,0.30384,0.46912,2825.84,1102.12,3927.96,,51.561964
gemma-1b,actor_critic,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.2176,2.28,1.0,2.64,72.8236,1.9076,0.56728,0.0,0.0,0.0,1.0,0.0,1634.56,724.4,2358.96,,0.0,0.0,455.44,25.0,40864.0,18110.0,58974.0,0.0,0.0,7.7227252688,0.4239156238,0.0,0.0,0.0,0.0,0.0,18.2176,2.28,1.0,2.64,72.8236,1.9076,0.56728,0.0,0.0,0.0,1.0,0.0,1634.56,724.4,2358.96,,27.378454
gemma-1b,actor_critic,scot,gemma-1b:scot,25,1.8,3.2,0.0,5.0,0.18036,52.5348,42.8336,1.0,4.5528,72.6704,3.184,0.40908,10.36,0.6,2.2,0.30456,0.46892,3422.76,2661.2,6083.96,,45.0,4.509,1313.37,25.0,85569.0,66530.0,152099.0,0.0296451653,0.2958599333,8.6349680143,0.1643666296,1.8,3.2,0.0,5.0,0.18036,52.5348,42.8336,1.0,4.5528,72.6704,3.184,0.40908,10.36,0.6,2.2,0.30456,0.46892,3422.76,2661.2,6083.96,,44.42535
gemma-1b,actor_critic,few_shot,gemma-1b:few_shot,25,1.64,1.12,0.04,2.8,0.54584,63.4520833333,59.4,0.658,2.8396,77.2628,2.318,0.50484,5.52,0.96,2.52,0.16,0.47616,3484.36,1808.2,5292.56,,41.0,13.646,1522.85,16.45,87109.0,45205.0,132314.0,0.1031334553,0.3098689481,11.5093640885,0.1243254682,1.64,1.12,0.04,2.8,0.54584,63.4520833333,59.4,0.658,2.8396,77.2628,2.318,0.50484,5.52,0.96,2.52,0.16,0.47616,3484.36,1808.2,5292.56,,57.446272
gemma-1b,adversarial,zero_shot,gemma-1b:zero_shot,25,1.64,2.48,0.04,4.16,0.22856,55.4479166667,38.6195833333,1.0,2.8304,74.5348,2.69,0.4536,6.44,0.6,1.96,0.37168,0.4122,1349.16,552.56,1901.72,,41.0,5.714,1330.75,25.0,33729.0,13814.0,47543.0,0.1201859369,0.8623772164,27.9904507498,0.5258397661,1.64,2.48,0.04,4.16,0.22856,55.4479166667,38.6195833333,1.0,2.8304,74.5348,2.69,0.4536,6.44,0.6,1.96,0.37168,0.4122,1349.16,552.56,1901.72,,50.3722
gemma-1b,adversarial,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,19.1916,2.28,1.0,2.56,70.7556,1.9256,0.56468,0.0,0.0,0.0,1.0,0.0,959.08,392.64,1351.72,,0.0,0.0,479.79,25.0,23977.0,9816.0,33793.0,0.0,0.0,14.1979108099,0.7397981831,0.0,0.0,0.0,0.0,0.0,19.1916,2.28,1.0,2.56,70.7556,1.9256,0.56468,0.0,0.0,0.0,1.0,0.0,959.08,392.64,1351.72,,28.55105
gemma-1b,adversarial,scot,gemma-1b:scot,25,1.68,1.68,0.08,3.44,0.23256,51.2230434783,38.2039130435,0.96,3.6956,70.5704,2.6592,0.43836,6.24,0.44,1.8,0.4124,0.38228,1064.32,59.64,1123.96,,42.0,5.814,1178.13,24.0,26608.0,1491.0,28099.0,0.206911278,1.4947151144,41.927826613,0.8541229225,1.68,1.68,0.08,3.44,0.23256,51.2230434783,38.2039130435,0.96,3.6956,70.5704,2.6592,0.43836,6.24,0.44,1.8,0.4124,0.38228,1064.32,59.64,1123.96,,49.294201
gemma-1b,adversarial,few_shot,gemma-1b:few_shot,25,1.12,0.72,0.08,1.92,0.39332,51.1282608696,45.3056521739,0.706,2.4076,73.3808,2.2728,0.4788,2.96,0.68,1.8,0.4,0.33448,873.4,15.52,888.92,,28.0,9.833,1175.95,17.65,21835.0,388.0,22223.0,0.4424695136,1.2599559015,52.9158979436,0.7942222022,1.12,0.72,0.08,1.92,0.39332,51.1282608696,45.3056521739,0.706,2.4076,73.3808,2.2728,0.4788,2.96,0.68,1.8,0.4,0.33448,873.4,15.52,888.92,,51.62971
gemma-1b,atomic_swarm,zero_shot,gemma-1b:zero_shot,25,0.0,0.08,0.0,0.08,0.0,15.5664,0.6248,1.0,3.8368,68.2744,4.4444,0.327,0.6,0.12,0.24,0.92,0.052,1617.68,836.96,2454.64,,0.0,0.0,389.16,25.0,40442.0,20924.0,61366.0,0.0,0.0,6.3416223968,0.4073917153,0.0,0.08,0.0,0.08,0.0,15.5664,0.6248,1.0,3.8368,68.2744,4.4444,0.327,0.6,0.12,0.24,0.92,0.052,1617.68,836.96,2454.64,,27.147398
gemma-1b,atomic_swarm,cot,gemma-1b:cot,25,0.0,0.04,0.04,0.08,0.0,15.2658333333,0.6945833333,1.0,3.74,65.3716,4.208,0.31992,0.44,0.04,0.12,0.96,0.02768,1111.6,896.88,2008.48,,0.0,0.0,366.38,25.0,27790.0,22422.0,50212.0,0.0,0.0,7.2966621525,0.4978889508,0.0,0.04,0.04,0.08,0.0,15.2658333333,0.6945833333,1.0,3.74,65.3716,4.208,0.31992,0.44,0.04,0.12,0.96,0.02768,1111.6,896.88,2008.48,,27.240602
gemma-1b,atomic_swarm,scot,gemma-1b:scot,25,0.0,0.08,0.0,0.08,0.0,15.528,0.6668,1.0,3.96,68.0508,4.4684,0.32456,0.6,0.12,0.24,0.92,0.052,2355.84,1121.28,3477.12,,0.0,0.0,388.2,25.0,58896.0,28032.0,86928.0,0.0,0.0,4.4657647708,0.2875943309,0.0,0.08,0.0,0.08,0.0,15.528,0.6668,1.0,3.96,68.0508,4.4684,0.32456,0.6,0.12,0.24,0.92,0.052,2355.84,1121.28,3477.12,,26.194644
gemma-1b,atomic_swarm,few_shot,gemma-1b:few_shot,25,0.0,0.08,0.0,0.08,0.0,14.8596,0.6668,1.0,4.59,66.93,4.8128,0.31656,1.12,0.0,0.24,0.92,0.052,911.52,588.36,1499.88,,0.0,0.0,371.49,25.0,22788.0,14709.0,37497.0,0.0,0.0,9.9071925754,0.6667200043,0.0,0.08,0.0,0.08,0.0,14.8596,0.6668,1.0,4.59,66.93,4.8128,0.31656,1.12,0.0,0.24,0.92,0.052,911.52,588.36,1499.88,,27.851385
gemma-1b,baseline,zero_shot,gemma-1b:zero_shot,25,1.2,0.88,0.08,2.16,0.176,40.6004347826,25.6886956522,1.0,2.4944,68.6832,2.0872,0.48736,2.92,0.4,0.96,0.68,0.20368,1496.0,671.2,2167.2,,30.0,4.4,933.81,25.0,37400.0,16780.0,54180.0,0.0812107789,0.553709856,17.2353266888,0.46142488,1.2,0.88,0.08,2.16,0.176,40.6004347826,25.6886956522,1.0,2.4944,68.6832,2.0872,0.48736,2.92,0.4,0.96,0.68,0.20368,1496.0,671.2,2167.2,,42.227846
gemma-1b,baseline,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.07,2.28,1.0,2.54,73.2144,1.8516,0.58484,0.0,0.0,0.0,1.0,0.0,1060.56,974.08,2034.64,,0.0,0.0,451.75,25.0,26514.0,24352.0,50866.0,0.0,0.0,8.8811779971,0.4914874376,0.0,0.0,0.0,0.0,0.0,18.07,2.28,1.0,2.54,73.2144,1.8516,0.58484,0.0,0.0,0.0,1.0,0.0,1060.56,974.08,2034.64,,27.640713
gemma-1b,baseline,scot,gemma-1b:scot,25,0.52,0.32,0.04,0.88,0.04668,26.005,6.75,1.0,2.45,71.58,1.924,0.54824,0.84,0.08,0.24,0.92,0.05132,984.84,1004.44,1989.28,,13.0,1.167,624.12,25.0,24621.0,25111.0,49732.0,0.0234657766,0.2614011099,12.5496662109,0.5026944422,0.52,0.32,0.04,0.88,0.04668,26.005,6.75,1.0,2.45,71.58,1.924,0.54824,0.84,0.08,0.24,0.92,0.05132,984.84,1004.44,1989.28,,32.046704
gemma-1b,baseline,few_shot,gemma-1b:few_shot,25,0.28,0.36,0.12,0.76,0.09668,30.7072727273,13.0618181818,0.96,2.2944,64.2168,1.724,0.51964,0.8,0.16,0.6,0.8,0.10672,1245.52,1780.72,3026.24,,7.0,2.417,675.56,24.0,31138.0,44518.0,75656.0,0.0319472349,0.0925240563,8.9293644919,0.3172253357,0.28,0.36,0.12,0.76,0.09668,30.7072727273,13.0618181818,0.96,2.2944,64.2168,1.724,0.51964,0.8,0.16,0.6,0.8,0.10672,1245.52,1780.72,3026.24,,34.219762
gemma-1b,coa,zero_shot,gemma-1b:zero_shot,25,0.0,0.0,0.0,0.0,0.0,18.7944,2.12,1.0,3.2456,68.4672,4.1972,0.36264,0.0,0.0,0.0,1.0,0.0,1393.24,848.56,2241.8,,0.0,0.0,469.86,25.0,34831.0,21214.0,56045.0,0.0,0.0,8.3836203051,0.4460701222,0.0,0.0,0.0,0.0,0.0,18.7944,2.12,1.0,3.2456,68.4672,4.1972,0.36264,0.0,0.0,0.0,1.0,0.0,1393.24,848.56,2241.8,,27.630725
gemma-1b,coa,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.788,2.12,1.0,3.1956,68.2332,4.2472,0.36136,0.0,0.0,0.0,1.0,0.0,2956.76,1390.32,4347.08,,0.0,0.0,469.7,25.0,73919.0,34758.0,108677.0,0.0,0.0,4.3219816521,0.2300394748,0.0,0.0,0.0,0.0,0.0,18.788,2.12,1.0,3.1956,68.2332,4.2472,0.36136,0.0,0.0,0.0,1.0,0.0,2956.76,1390.32,4347.08,,25.687178
gemma-1b,coa,scot,gemma-1b:scot,25,0.0,0.0,0.0,0.0,0.0,18.7632,2.12,1.0,3.2176,68.2888,4.1196,0.37232,0.0,0.0,0.0,1.0,0.0,1610.16,1710.08,3320.24,,0.0,0.0,469.08,25.0,40254.0,42752.0,83006.0,0.0,0.0,5.6511577476,0.301183047,0.0,0.0,0.0,0.0,0.0,18.7632,2.12,1.0,3.2176,68.2888,4.1196,0.37232,0.0,0.0,0.0,1.0,0.0,1610.16,1710.08,3320.24,,26.628153
gemma-1b,coa,few_shot,gemma-1b:few_shot,25,0.0,0.0,0.0,0.0,0.0,18.3052,2.12,1.0,3.2924,69.0096,4.2384,0.35992,0.0,0.0,0.0,1.0,0.0,848.08,609.2,1457.28,,0.0,0.0,457.63,25.0,21202.0,15230.0,36432.0,0.0,0.0,12.5612099253,0.6862099253,0.0,0.0,0.0,0.0,0.0,18.3052,2.12,1.0,3.2924,69.0096,4.2384,0.35992,0.0,0.0,0.0,1.0,0.0,848.08,609.2,1457.28,,28.23208
gemma-1b,competitive,zero_shot,gemma-1b:zero_shot,25,0.0,0.04,0.0,0.04,0.0,19.0652,2.28,1.0,3.1068,75.7584,1.8712,0.59372,1.32,0.0,0.12,0.96,0.026,0.0,0.0,0.0,,0.0,0.0,476.63,25.0,0.0,0.0,0.0,,,,,0.0,0.04,0.0,0.04,0.0,19.0652,2.28,1.0,3.1068,75.7584,1.8712,0.59372,1.32,0.0,0.12,0.96,0.026,0.0,0.0,0.0,,30.0263
gemma-1b,competitive,cot,gemma-1b:cot,25,0.0,0.0,0.04,0.04,0.0,19.6091666667,2.375,1.0,2.38,72.6244,1.758,0.5866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,470.62,25.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04,0.04,0.0,19.6091666667,2.375,1.0,2.38,72.6244,1.758,0.5866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,29.902292
gemma-1b,competitive,scot,gemma-1b:scot,25,0.0,0.0,0.04,0.04,0.0,19.77375,2.375,1.0,2.36,72.4136,1.75,0.58684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,474.57,25.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04,0.04,0.0,19.77375,2.375,1.0,2.36,72.4136,1.75,0.58684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,29.943438
gemma-1b,competitive,few_shot,gemma-1b:few_shot,25,0.0,0.0,0.04,0.04,0.0,19.62,2.375,1.0,2.4,72.6008,1.766,0.57984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,470.88,25.0,0.0,0.0,0.0,,,,,0.0,0.0,0.04,0.04,0.0,19.62,2.375,1.0,2.4,72.6008,1.766,0.57984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,29.905
gemma-1b,consensus,zero_shot,gemma-1b:zero_shot,25,0.92,1.68,0.04,2.64,0.14756,43.4070833333,25.1125,0.96,2.2528,71.7912,2.226,0.51632,3.12,0.36,1.08,0.65656,0.22388,2790.88,1125.56,3916.44,,23.0,3.689,1041.77,24.0,69772.0,28139.0,97911.0,0.0376770741,0.2349072117,10.6399689514,0.2451205687,0.92,1.68,0.04,2.64,0.14756,43.4070833333,25.1125,0.96,2.2528,71.7912,2.226,0.51632,3.12,0.36,1.08,0.65656,0.22388,2790.88,1125.56,3916.44,,39.780379
gemma-1b,consensus,cot,gemma-1b:cot,25,0.96,1.04,0.04,2.04,0.15776,39.8554166667,21.8979166667,0.96,2.384,72.5692,2.15,0.53504,2.6,0.4,0.96,0.68572,0.19828,2932.04,1296.4,4228.44,,24.0,3.944,956.53,24.0,73301.0,32410.0,105711.0,0.0373092677,0.2270340835,9.0485379951,0.2270340835,0.96,1.04,0.04,2.04,0.15776,39.8554166667,21.8979166667,0.96,2.384,72.5692,2.15,0.53504,2.6,0.4,0.96,0.68572,0.19828,2932.04,1296.4,4228.44,,38.756668
gemma-1b,consensus,scot,gemma-1b:scot,25,1.04,1.6,0.04,2.68,0.13088,39.6058333333,23.98125,1.0,2.82,72.8312,2.3372,0.517,2.96,0.32,0.96,0.69084,0.20368,3149.16,1197.0,4346.16,,26.0,3.272,950.54,25.0,78729.0,29925.0,108654.0,0.0301139397,0.2392916966,8.7483203564,0.2300881698,1.04,1.6,0.04,2.68,0.13088,39.6058333333,23.98125,1.0,2.82,72.8312,2.3372,0.517,2.96,0.32,0.96,0.69084,0.20368,3149.16,1197.0,4346.16,,38.164485
gemma-1b,consensus,few_shot,gemma-1b:few_shot,25,1.2,1.96,0.04,3.2,0.16932,46.24375,29.5020833333,0.96,2.2808,71.8964,2.3104,0.51932,3.48,0.4,1.2,0.62944,0.24532,2987.04,575.64,3562.68,,30.0,4.233,1109.85,24.0,74676.0,14391.0,89067.0,0.0475260197,0.3368250867,12.4608440837,0.2694600694,1.2,1.96,0.04,3.2,0.16932,46.24375,29.5020833333,0.96,2.2808,71.8964,2.3104,0.51932,3.48,0.4,1.2,0.62944,0.24532,2987.04,575.64,3562.68,,41.90066
gemma-1b,hybrid,zero_shot,gemma-1b:zero_shot,25,2.04,3.0,0.12,5.16,0.22404,56.6195454545,41.4677272727,0.96,2.8888,64.3992,2.6468,0.40624,7.84,0.52,1.8,0.44376,0.3758,3726.0,1824.28,5550.28,,51.0,5.601,1245.63,24.0,93150.0,45607.0,138757.0,0.0403655311,0.3675490246,8.9770606168,0.1729642468,2.04,3.0,0.12,5.16,0.22404,56.6195454545,41.4677272727,0.96,2.8888,64.3992,2.6468,0.40624,7.84,0.52,1.8,0.44376,0.3758,3726.0,1824.28,5550.28,,46.154812
gemma-1b,hybrid,cot,gemma-1b:cot,25,0.0,0.0,0.0,0.0,0.0,18.708,3.28,1.0,2.4332,77.7508,1.7496,0.60908,0.0,0.0,0.0,1.0,0.0,2131.16,751.48,2882.64,,0.0,0.0,467.7,25.0,53279.0,18787.0,72066.0,0.0,0.0,6.4898842727,0.3469042267,0.0,0.0,0.0,0.0,0.0,18.708,3.28,1.0,2.4332,77.7508,1.7496,0.60908,0.0,0.0,0.0,1.0,0.0,2131.16,751.48,2882.64,,27.018003
gemma-1b,hybrid,scot,gemma-1b:scot,25,2.24,3.32,0.08,5.64,0.21128,57.622173913,46.8843478261,1.0,3.2188,67.8384,2.9324,0.38444,6.6,0.44,1.96,0.43628,0.38936,1757.0,1414.04,3171.04,,56.0,5.282,1325.31,25.0,43925.0,35351.0,79276.0,0.0666279832,0.7063928553,16.7176699127,0.3153539533,2.24,3.32,0.08,5.64,0.21128,57.622173913,46.8843478261,1.0,3.2188,67.8384,2.9324,0.38444,6.6,0.44,1.96,0.43628,0.38936,1757.0,1414.04,3171.04,,48.825321
gemma-1b,hybrid,few_shot,gemma-1b:few_shot,25,3.12,2.12,0.2,5.44,0.41108,64.3175,49.448,0.738,1.79,61.1084,2.4624,0.39344,5.76,1.28,2.08,0.381,0.43716,2961.56,1851.0,4812.56,,78.0,10.277,1286.35,18.45,74039.0,46275.0,120314.0,0.0854181558,0.6483036056,10.6916069618,0.1533487375,3.12,2.12,0.2,5.44,0.41108,64.3175,49.448,0.738,1.79,61.1084,2.4624,0.39344,5.76,1.28,2.08,0.381,0.43716,2961.56,1851.0,4812.56,,53.524986
gemma-1b,self_healing,zero_shot,gemma-1b:zero_shot,25,0.0,0.0,0.0,0.0,0.0,20.6704,2.28,1.0,2.66,73.5988,1.9996,0.55856,0.0,0.0,0.0,1.0,0.0,1001.72,469.92,1471.64,,0.0,0.0,516.76,25.0,25043.0,11748.0,36791.0,0.0,0.0,14.0458264249,0.6795140116,0.0,0.0,0.0,0.0,0.0,20.6704,2.28,1.0,2.66,73.5988,1.9996,0.55856,0.0,0.0,0.0,1.0,0.0,1001.72,469.92,1471.64,,28.810134
gemma-1b,self_healing,cot,gemma-1b:cot,25,0.08,0.44,0.0,0.52,0.01332,25.8616,8.9468,1.0,2.7644,72.7308,2.1196,0.54836,0.48,0.04,0.24,0.92,0.04568,887.36,326.72,1214.08,,2.0,0.333,646.54,25.0,22184.0,8168.0,30352.0,0.0109712704,0.0658935161,21.3013969425,0.823668951,0.08,0.44,0.0,0.52,0.01332,25.8616,8.9468,1.0,2.7644,72.7308,2.1196,0.54836,0.48,0.04,0.24,0.92,0.04568,887.36,326.72,1214.08,,31.335112
gemma-1b,self_healing,scot,gemma-1b:scot,25,0.32,0.12,0.0,0.44,0.02908,23.0736,6.28,1.0,2.84,73.49,2.098,0.54968,0.44,0.0,0.12,0.96,0.026,792.16,62.56,854.72,,8.0,0.727,576.84,25.0,19804.0,1564.0,21368.0,0.0340228379,0.3743916136,26.9955073006,1.1699737926,0.32,0.12,0.0,0.44,0.02908,23.0736,6.28,1.0,2.84,73.49,2.098,0.54968,0.44,0.0,0.12,0.96,0.026,792.16,62.56,854.72,,31.403191
gemma-1b,self_healing,few_shot,gemma-1b:few_shot,25,0.12,0.12,0.0,0.24,0.02,23.1068,6.28,1.0,2.8648,72.7176,2.0876,0.5494,0.24,0.0,0.12,0.96,0.022,885.36,11.76,897.12,,3.0,0.5,577.67,25.0,22134.0,294.0,22428.0,0.0222935616,0.1337613697,25.7566434814,1.114678081,0.12,0.12,0.0,0.24,0.02,23.1068,6.28,1.0,2.8648,72.7176,2.0876,0.5494,0.24,0.0,0.12,0.96,0.022,885.36,11.76,897.12,,30.969181
gemma-1b,soa,zero_shot,gemma-1b:zero_shot,25,0.48,1.36,0.28,2.12,0.06972,41.48,26.5211111111,1.0,2.058,53.2056,1.7832,0.46488,2.64,0.28,0.84,0.72668,0.17804,1561.36,1224.8,2786.16,,12.0,1.743,746.64,25.0,39034.0,30620.0,69654.0,0.0250236885,0.1722801275,10.7192695323,0.3589169323,0.48,1.36,0.28,2.12,0.06972,41.48,26.5211111111,1.0,2.058,53.2056,1.7832,0.46488,2.64,0.28,0.84,0.72668,0.17804,1561.36,1224.8,2786.16,,37.369198
gemma-1b,soa,cot,gemma-1b:cot,25,0.52,0.8,0.28,1.6,0.08,37.5366666667,22.3544444444,1.0,2.0832,53.5844,1.6928,0.47332,2.2,0.16,0.72,0.76668,0.14604,2308.6,2209.88,4518.48,,13.0,2.0,675.66,25.0,57715.0,55247.0,112962.0,0.017705069,0.1150829482,5.9813034472,0.221313362,0.52,0.8,0.28,1.6,0.08,37.5366666667,22.3544444444,1.0,2.0832,53.5844,1.6928,0.47332,2.2,0.16,0.72,0.76668,0.14604,2308.6,2209.88,4518.48,,34.876642
gemma-1b,soa,scot,gemma-1b:scot,25,0.52,1.28,0.24,2.04,0.07472,39.7036842105,23.8621052632,1.0,1.9536,55.5108,1.836,0.4804,2.12,0.24,0.72,0.76668,0.14836,1530.56,1618.64,3149.2,,13.0,1.868,754.37,25.0,38264.0,40466.0,78730.0,0.0237266607,0.1651213006,9.5817350438,0.3175409628,0.52,1.28,0.24,2.04,0.07472,39.7036842105,23.8621052632,1.0,1.9536,55.5108,1.836,0.4804,2.12,0.24,0.72,0.76668,0.14836,1530.56,1618.64,3149.2,,36.493444
gemma-1b,soa,few_shot,gemma-1b:few_shot,25,0.56,1.72,0.28,2.56,0.07172,41.8883333333,25.9655555556,1.0,1.9832,52.972,1.822,0.46144,2.68,0.24,0.84,0.733,0.1758,1069.72,1162.84,2232.56,,14.0,1.793,753.99,25.0,26743.0,29071.0,55814.0,0.0321245566,0.2508331243,13.5089762425,0.4479162934,0.56,1.72,0.28,2.56,0.07172,41.8883333333,25.9655555556,1.0,1.9832,52.972,1.822,0.46144,2.68,0.24,0.84,0.733,0.1758,1069.72,1162.84,2232.56,,38.039531
gemma-1b,swarm,zero_shot,gemma-1b:zero_shot,25,0.16,0.64,0.16,0.96,0.068,37.0985714286,30.7004761905,0.96,4.688,62.556,3.1784,0.3756,6.6,0.36,1.68,0.45332,0.34872,1976.12,1558.04,3534.16,,4.0,1.7,779.07,24.0,49403.0,38951.0,88354.0,0.0192407814,0.0452724268,8.8175973923,0.271634561,0.16,0.64,0.16,0.96,0.068,37.0985714286,30.7004761905,0.96,4.688,62.556,3.1784,0.3756,6.6,0.36,1.68,0.45332,0.34872,1976.12,1558.04,3534.16,,36.621872
gemma-1b,swarm,cot,gemma-1b:cot,25,0.28,0.96,0.36,1.6,0.08932,46.6,32.909375,0.96,2.4532,46.4868,2.0944,0.3584,3.12,0.28,1.72,0.49336,0.2934,2699.32,3660.64,6359.96,,7.0,2.233,745.6,24.0,67483.0,91516.0,158999.0,0.0140441135,0.0440254341,4.6893376688,0.1509443456,0.28,0.96,0.36,1.6,0.08932,46.6,32.909375,0.96,2.4532,46.4868,2.0944,0.3584,3.12,0.28,1.72,0.49336,0.2934,2699.32,3660.64,6359.96,,36.690263
