model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-4b,atomic_swarm,cot,gemma-4b:cot,25,2.6,0.76,0.0,3.36,0.76092,71.5452,54.996,0.60166,2.5302,73.7046,2.5024,0.33938,0.1292,0.51668,1091.88,0.0,1091.88,703.3662,0.0,1356.76,,130.0,38.046,3577.26,30.083,35168.31,0.0,33919.0,1.1216722191,3.832660161,105.4647837495,0.8869070433,2.6,0.76,0.0,3.36,0.76092,71.5452,54.996,0.60166,2.5302,73.7046,2.5024,0.33938,0.1292,0.51668,1091.88,0.0,1091.88,703.3662,0.0,1356.76,,10982.982054
gemma-4b,atomic_swarm,scot,gemma-4b:scot,25,2.66,0.76,0.0,3.42,0.76826,72.305,54.61,0.593,2.488,73.2558,2.4736,0.33238,0.12604,0.51752,1092.28,0.0,1092.28,541.3604,0.0,1032.56,,133.0,38.413,3615.25,29.65,27068.02,0.0,25814.0,1.48806849,5.1522429689,140.0499728829,1.1486015341,2.66,0.76,0.0,3.42,0.76826,72.305,54.61,0.593,2.488,73.2558,2.4736,0.33238,0.12604,0.51752,1092.28,0.0,1092.28,541.3604,0.0,1032.56,,10988.092212
gemma-4b,atomic_swarm,few_shot,gemma-4b:few_shot,25,2.46,0.72,0.0,3.18,0.75868,72.0824,55.276,0.573,2.5346,73.2702,2.4248,0.32598,0.13852,0.50568,1449.64,0.0,1449.64,657.6002,0.0,1276.48,,123.0,37.934,3604.12,28.65,32880.01,0.0,31912.0,1.1887064427,3.854349461,112.9393331662,0.8977813988,2.46,0.72,0.0,3.18,0.75868,72.0824,55.276,0.573,2.5346,73.2702,2.4248,0.32598,0.13852,0.50568,1449.64,0.0,1449.64,657.6002,0.0,1276.48,,14560.384184
gemma-4b,baseline,zero_shot,gemma-4b:zero_shot,25,7.24,3.82,0.0,11.06,0.63572,83.8512,68.232,0.865,2.5778,71.6242,2.857,0.42436,0.0064,0.67984,972.2,703.08,1675.28,668.127,1196.88,2527.68,,362.0,31.786,4192.56,43.25,33406.35,29922.0,63192.0,0.5030067097,5.7285732371,66.3463729586,0.6844220787,7.24,3.82,0.0,11.06,0.63572,83.8512,68.232,0.865,2.5778,71.6242,2.857,0.42436,0.0064,0.67984,972.2,703.08,1675.28,668.127,1196.88,2527.68,,16816.268358
gemma-4b,baseline,cot,gemma-4b:cot,25,6.84,3.8,0.0,10.64,0.61784,83.1228,65.2944,0.885,2.6288,71.7332,2.8468,0.4218,0.09512,0.62028,869.2,0.0,869.2,493.8348,49.6,1021.24,,342.0,30.892,4156.14,44.25,24691.74,1240.0,25531.0,1.2099800243,13.3954800047,162.7879832361,1.7331871059,6.84,3.8,0.0,10.64,0.61784,83.1228,65.2944,0.885,2.6288,71.7332,2.8468,0.4218,0.09512,0.62028,869.2,0.0,869.2,493.8348,49.6,1021.24,,8758.386276
gemma-4b,baseline,scot,gemma-4b:scot,25,5.7,2.72,0.2,8.62,0.62772,77.914,62.5632,0.87234,2.8832,73.0024,3.7718,0.3447,0.04308,0.64528,728.92,0.0,728.92,579.0216,0.0,1140.88,,285.0,31.386,3895.7,43.617,28951.08,0.0,28522.0,1.1004137157,9.9922866559,136.5857934226,1.5292405862,5.7,2.72,0.2,8.62,0.62772,77.914,62.5632,0.87234,2.8832,73.0024,3.7718,0.3447,0.04308,0.64528,728.92,0.0,728.92,579.0216,0.0,1140.88,,7354.210201
gemma-4b,baseline,few_shot,gemma-4b:few_shot,25,8.76,2.02,0.0,10.78,0.78936,85.7426,73.6668,0.838,2.6348,66.9046,3.3164,0.33242,0.0,0.73944,674.68,0.0,674.68,761.9738,112.52,1620.24,,438.0,39.468,4287.13,41.9,38098.69,2813.0,40506.0,0.9743741668,10.8132128574,105.83938182,1.0344146546,8.76,2.02,0.0,10.78,0.78936,85.7426,73.6668,0.838,2.6348,66.9046,3.3164,0.33242,0.0,0.73944,674.68,0.0,674.68,761.9738,112.52,1620.24,,6818.599283
gemma-4b,coa,zero_shot,gemma-4b:zero_shot,25,6.52,1.32,0.04,7.88,0.78968,90.3010416667,85.23625,0.78,2.0414,67.3108,1.9722,0.07846,0.38552,0.49164,1115.12,0.0,1115.12,763.6196,498.32,1973.24,,326.0,39.484,4334.45,39.0,38180.98,12458.0,49331.0,0.8003892076,6.6084206685,87.8646287324,0.7905779327,6.52,1.32,0.04,7.88,0.78968,90.3010416667,85.23625,0.78,2.0414,67.3108,1.9722,0.07846,0.38552,0.49164,1115.12,0.0,1115.12,763.6196,498.32,1973.24,,11222.457982
gemma-4b,coa,cot,gemma-4b:cot,25,6.68,1.24,0.04,7.96,0.80078,90.246875,85.23625,0.767,2.0422,67.1658,1.986,0.0802,0.40052,0.49092,966.48,0.0,966.48,617.3264,14.88,1199.08,,334.0,40.039,4331.85,38.35,30866.32,372.0,29977.0,1.3356573373,11.1418754378,144.5057877706,1.2793141408,6.68,1.24,0.04,7.96,0.80078,90.246875,85.23625,0.767,2.0422,67.1658,1.986,0.0802,0.40052,0.49092,966.48,0.0,966.48,617.3264,14.88,1199.08,,9738.099912
gemma-4b,coa,scot,gemma-4b:scot,25,6.8,1.2,0.04,8.04,0.80356,90.400625,86.0695833333,0.78034,2.0344,67.2048,1.9802,0.07926,0.39508,0.49124,1101.92,0.0,1101.92,788.696,23.28,1544.84,,340.0,40.178,4339.23,39.017,39434.8,582.0,38621.0,1.0403148546,8.8035006862,112.3541596541,1.010253489,6.8,1.2,0.04,8.04,0.80356,90.400625,86.0695833333,0.78034,2.0344,67.2048,1.9802,0.07926,0.39508,0.49124,1101.92,0.0,1101.92,788.696,23.28,1544.84,,11092.042833
gemma-4b,coa,few_shot,gemma-4b:few_shot,25,6.64,1.18,0.04,7.86,0.8054,90.349375,85.23625,0.73234,2.0436,67.3838,1.9712,0.07934,0.41316,0.48172,1144.36,0.0,1144.36,565.4938,353.68,1428.08,,332.0,40.27,4336.77,36.617,28274.69,8842.0,35702.0,1.1279480141,9.2991989244,121.4713461431,1.0256288163,6.64,1.18,0.04,7.86,0.8054,90.349375,85.23625,0.73234,2.0436,67.3838,1.9712,0.07934,0.41316,0.48172,1144.36,0.0,1144.36,565.4938,353.68,1428.08,,11516.056075
gemma-4b,competitive,zero_shot,gemma-4b:zero_shot,25,3.38,1.52,0.0,4.9,0.3361,54.6114,67.3936,0.92,1.2446,86.6742,1.3912,0.26042,0.00664,0.67108,587.72,0.0,587.72,6.288,0.0,0.0,,169.0,16.805,2730.57,46.0,314.4,0.0,0.0,,,,,3.38,1.52,0.0,4.9,0.3361,54.6114,67.3936,0.92,1.2446,86.6742,1.3912,0.26042,0.00664,0.67108,587.72,0.0,587.72,6.288,0.0,0.0,,5928.09685
gemma-4b,competitive,cot,gemma-4b:cot,25,3.26,1.6,0.0,4.86,0.32124,54.628,68.3028,0.96,1.2806,86.7722,1.382,0.2643,0.0,0.66944,555.0,0.0,555.0,8.166,0.0,0.0,,163.0,16.062,2731.4,48.0,408.3,0.0,0.0,,,,,3.26,1.6,0.0,4.86,0.32124,54.628,68.3028,0.96,1.2806,86.7722,1.382,0.2643,0.0,0.66944,555.0,0.0,555.0,8.166,0.0,0.0,,5600.9066
gemma-4b,competitive,scot,gemma-4b:scot,25,3.38,1.54,0.0,4.92,0.32942,54.3968,67.656,0.94,1.2624,86.72,1.3862,0.2616,0.00664,0.66544,693.68,0.0,693.68,8.57,0.0,0.0,,169.0,16.471,2719.84,47.0,428.5,0.0,0.0,,,,,3.38,1.54,0.0,4.92,0.32942,54.3968,67.656,0.94,1.2624,86.72,1.3862,0.2616,0.00664,0.66544,693.68,0.0,693.68,8.57,0.0,0.0,,6987.676
gemma-4b,competitive,few_shot,gemma-4b:few_shot,25,3.26,1.68,0.0,4.94,0.32038,54.3856,67.0604,0.94,1.253,86.8516,1.3756,0.2632,0.00616,0.66584,685.16,0.0,685.16,7.949,0.0,0.0,,163.0,16.019,2719.28,47.0,397.45,0.0,0.0,,,,,3.26,1.68,0.0,4.94,0.32038,54.3856,67.0604,0.94,1.253,86.8516,1.3756,0.2632,0.00616,0.66584,685.16,0.0,685.16,7.949,0.0,0.0,,6902.1116
gemma-4b,consensus,zero_shot,gemma-4b:zero_shot,25,6.46,4.3,0.0,10.76,0.60434,83.3498,68.632,0.885,2.6888,70.1468,2.8928,0.41136,0.02532,0.66944,2435.92,0.0,2435.92,1613.9936,11.76,3174.08,,323.0,30.217,4167.49,44.25,80699.68,294.0,79352.0,0.3807969553,4.0704708136,52.519029136,0.5576418994,6.46,4.3,0.0,10.76,0.60434,83.3498,68.632,0.885,2.6888,70.1468,2.8928,0.41136,0.02532,0.66944,2435.92,0.0,2435.92,1613.9936,11.76,3174.08,,24420.079458
gemma-4b,consensus,cot,gemma-4b:cot,25,7.16,4.74,0.0,11.9,0.57696,83.6666,68.05,0.98,2.6126,70.3306,3.0142,0.41276,0.0162,0.67372,2398.04,0.0,2398.04,1735.548,57.84,3461.44,,358.0,28.848,4183.33,49.0,86777.4,1446.0,86536.0,0.333364149,4.1370065637,48.3420772858,0.5662383286,7.16,4.74,0.0,11.9,0.57696,83.6666,68.05,0.98,2.6126,70.3306,3.0142,0.41276,0.0162,0.67372,2398.04,0.0,2398.04,1735.548,57.84,3461.44,,24041.017915
gemma-4b,consensus,scot,gemma-4b:scot,25,6.62,4.8,0.0,11.42,0.57478,83.598,69.1168,0.965,2.7812,69.5942,3.0332,0.4057,0.01944,0.67728,2448.16,0.0,2448.16,1761.2608,327.68,3780.8,,331.0,28.739,4179.9,48.25,88063.04,8192.0,94520.0,0.3040520525,3.5019043589,44.2223867964,0.5104739738,6.62,4.8,0.0,11.42,0.57478,83.598,69.1168,0.965,2.7812,69.5942,3.0332,0.4057,0.01944,0.67728,2448.16,0.0,2448.16,1761.2608,327.68,3780.8,,24541.143351
gemma-4b,consensus,few_shot,gemma-4b:few_shot,25,6.5,4.42,0.0,10.92,0.6024,83.5142,68.632,0.905,2.6142,70.294,2.8838,0.4111,0.03064,0.66376,2570.32,0.0,2570.32,1740.2568,0.0,3424.2,,325.0,30.12,4175.71,45.25,87012.84,0.0,85605.0,0.351848607,3.7965072134,48.778809649,0.5285906197,6.5,4.42,0.0,10.92,0.6024,83.5142,68.632,0.905,2.6142,70.294,2.8838,0.4111,0.03064,0.66376,2570.32,0.0,2570.32,1740.2568,0.0,3424.2,,25763.759313
gemma-4b,hybrid,zero_shot,gemma-4b:zero_shot,25,7.34,5.54,0.06,12.94,0.49772,82.8659574468,68.9825,0.965,2.806,62.1168,3.2104,0.3612,0.26624,0.51816,2431.32,0.0,2431.32,1476.4532,509.76,3415.28,,367.0,24.886,3894.7,48.25,73822.66,12744.0,85382.0,0.2914665855,4.2983298588,45.6150008198,0.5651073997,7.34,5.54,0.06,12.94,0.49772,82.8659574468,68.9825,0.965,2.806,62.1168,3.2104,0.3612,0.26624,0.51816,2431.32,0.0,2431.32,1476.4532,509.76,3415.28,,24370.330867
gemma-4b,hybrid,cot,gemma-4b:cot,25,6.88,3.72,0.06,10.66,0.54952,80.6319148936,66.16625,0.94,3.3764,63.9608,3.0778,0.38872,0.21088,0.54092,2580.84,0.0,2580.84,1182.867,16.52,2335.72,,344.0,27.476,3789.7,47.0,59143.35,413.0,58393.0,0.4705358519,5.891117086,64.8999023856,0.8048909972,6.88,3.72,0.06,10.66,0.54952,80.6319148936,66.16625,0.94,3.3764,63.9608,3.0778,0.38872,0.21088,0.54092,2580.84,0.0,2580.84,1182.867,16.52,2335.72,,25869.188467
gemma-4b,hybrid,scot,gemma-4b:scot,25,5.26,2.52,0.0,7.78,0.64994,80.1764,66.4716,0.83334,2.8616,73.043,3.4122,0.38016,0.0204,0.65772,2689.0,0.0,2689.0,1206.8738,6.72,2367.52,,263.0,32.497,4008.82,41.667,60343.69,168.0,59188.0,0.5490471041,4.4434682706,67.7302831655,0.7039771575,5.26,2.52,0.0,7.78,0.64994,80.1764,66.4716,0.83334,2.8616,73.043,3.4122,0.38016,0.0204,0.65772,2689.0,0.0,2689.0,1206.8738,6.72,2367.52,,26953.017285
gemma-4b,hybrid,few_shot,gemma-4b:few_shot,25,11.42,3.88,0.04,15.34,0.70818,86.0339583333,75.1658333333,0.96,3.4786,50.8774,5.1976,0.22748,0.07048,0.73548,3651.48,0.0,3651.48,1670.3234,327.68,3613.64,,571.0,35.409,4129.63,48.0,83516.17,8192.0,90341.0,0.3919482848,6.3204967844,45.7115816739,0.5313202201,11.42,3.88,0.04,15.34,0.70818,86.0339583333,75.1658333333,0.96,3.4786,50.8774,5.1976,0.22748,0.07048,0.73548,3651.48,0.0,3651.48,1670.3234,327.68,3613.64,,36580.603402
gemma-4b,self_healing,zero_shot,gemma-4b:zero_shot,25,6.98,4.16,0.0,11.14,0.6109,83.9942,70.632,0.92,2.661,70.856,2.9328,0.41704,0.01948,0.66956,1214.28,0.0,1214.28,545.1176,0.0,1040.28,,349.0,30.545,4199.71,46.0,27255.88,0.0,26007.0,1.1744914831,13.4194639905,161.4838312762,1.7687545661,6.98,4.16,0.0,11.14,0.6109,83.9942,70.632,0.92,2.661,70.856,2.9328,0.41704,0.01948,0.66956,1214.28,0.0,1214.28,545.1176,0.0,1040.28,,12209.607097
gemma-4b,self_healing,cot,gemma-4b:cot,25,7.04,4.04,0.0,11.08,0.61746,83.8768,70.7652,0.92,2.66,71.0006,2.9282,0.41818,0.0114,0.67328,1291.2,0.0,1291.2,852.3772,0.0,1653.56,,352.0,30.873,4193.84,46.0,42618.86,0.0,41339.0,0.7468250321,8.5149616585,101.4499625051,1.1127506713,7.04,4.04,0.0,11.08,0.61746,83.8768,70.7652,0.92,2.66,71.0006,2.9282,0.41818,0.0114,0.67328,1291.2,0.0,1291.2,852.3772,0.0,1653.56,,12977.609082
gemma-4b,self_healing,scot,gemma-4b:scot,25,6.9,4.02,0.02,10.94,0.60042,83.7942857143,68.632,0.92,2.5794,69.6254,2.8652,0.421,0.01388,0.67328,1130.04,0.0,1130.04,597.7248,14.28,1157.32,,345.0,30.021,4105.92,46.0,29886.24,357.0,28933.0,1.0376041199,11.9241005081,141.9113123423,1.5898800677,6.9,4.02,0.02,10.94,0.60042,83.7942857143,68.632,0.92,2.5794,69.6254,2.8652,0.421,0.01388,0.67328,1130.04,0.0,1130.04,597.7248,14.28,1157.32,,11366.46481
gemma-4b,self_healing,few_shot,gemma-4b:few_shot,25,7.04,3.94,0.0,10.98,0.61934,83.527,68.232,0.92,2.682,71.1434,2.9106,0.42242,0.01452,0.6678,1374.88,0.0,1374.88,693.7648,55.04,1398.72,,352.0,30.967,4176.35,46.0,34688.24,1376.0,34968.0,0.8855811027,10.0663463738,119.4334820407,1.3154884466,7.04,3.94,0.0,10.98,0.61934,83.527,68.232,0.92,2.682,71.1434,2.9106,0.42242,0.01452,0.6678,1374.88,0.0,1374.88,693.7648,55.04,1398.72,,13814.991492
gemma-4b,soa,zero_shot,gemma-4b:zero_shot,25,7.58,4.86,0.0,12.44,0.58826,83.7978,68.8232,0.965,3.057,68.165,3.292,0.39072,0.01948,0.67816,796.4,0.0,796.4,387.7136,378.56,1125.88,,379.0,29.413,4189.89,48.25,19385.68,9464.0,28147.0,1.0449781504,13.4650229154,148.8574270793,1.7142146588,7.58,4.86,0.0,12.44,0.58826,83.7978,68.8232,0.965,3.057,68.165,3.292,0.39072,0.01948,0.67816,796.4,0.0,796.4,387.7136,378.56,1125.88,,8030.327653
gemma-4b,soa,cot,gemma-4b:cot,25,7.58,4.5,0.02,12.1,0.60576,83.866122449,66.21125,0.965,2.5952,68.1292,3.0052,0.39918,0.0586,0.6504,536.68,0.0,536.68,687.2822,39.0,1386.2,,379.0,30.288,4109.44,48.25,34364.11,975.0,34655.0,0.8739864377,10.9363728178,118.5814456788,1.3922954841,7.58,4.5,0.02,12.1,0.60576,83.866122449,66.21125,0.965,2.5952,68.1292,3.0052,0.39918,0.0586,0.6504,536.68,0.0,536.68,687.2822,39.0,1386.2,,5433.237287
gemma-4b,soa,scot,gemma-4b:scot,25,7.64,4.6,0.0,12.24,0.60824,84.5004,68.9564,0.985,2.6522,69.2908,3.0988,0.40272,0.01268,0.67928,748.04,0.0,748.04,488.5026,46.76,992.04,,382.0,30.412,4225.02,49.25,24425.13,1169.0,24801.0,1.2262408774,15.4026047337,170.35684045,1.9858070239,7.64,4.6,0.0,12.24,0.60824,84.5004,68.9564,0.985,2.6522,69.2908,3.0988,0.40272,0.01268,0.67928,748.04,0.0,748.04,488.5026,46.76,992.04,,7548.314813
gemma-4b,soa,few_shot,gemma-4b:few_shot,25,7.32,4.9,0.0,12.22,0.56972,84.0072,67.3628,0.98,2.785,69.1102,3.146,0.3971,0.0264,0.6744,703.2,0.0,703.2,618.3594,0.0,1203.84,,366.0,28.486,4200.36,49.0,30917.97,0.0,30096.0,0.9465045189,12.1610845295,139.5653907496,1.6281233386,7.32,4.9,0.0,12.22,0.56972,84.0072,67.3628,0.98,2.785,69.1102,3.146,0.3971,0.0264,0.6744,703.2,0.0,703.2,618.3594,0.0,1203.84,,7097.681486
gemma-4b,swarm,zero_shot,gemma-4b:zero_shot,25,4.42,1.44,0.02,5.88,0.72142,77.5569387755,61.5658333333,0.713,2.2568,79.561,2.0394,0.53308,0.05168,0.56456,2178.72,0.0,2178.72,865.6232,372.04,2043.8,,221.0,36.071,3800.29,35.65,43281.16,9301.0,51095.0,0.7059594872,4.3252764458,74.3769449065,0.6977199335,4.42,1.44,0.02,5.88,0.72142,77.5569387755,61.5658333333,0.713,2.2568,79.561,2.0394,0.53308,0.05168,0.56456,2178.72,0.0,2178.72,865.6232,372.04,2043.8,,21851.371907
gemma-4b,swarm,cot,gemma-4b:cot,25,5.02,2.14,0.04,7.2,0.66906,79.0283673469,69.4379166667,0.805,2.4084,79.7988,2.1954,0.53682,0.03904,0.59236,2449.8,0.0,2449.8,1060.978,11.76,2074.48,,251.0,33.453,3872.39,40.25,53048.9,294.0,51862.0,0.6450387567,4.8397670742,74.6671937064,0.7760981065,5.02,2.14,0.04,7.2,0.66906,79.0283673469,69.4379166667,0.805,2.4084,79.7988,2.1954,0.53682,0.03904,0.59236,2449.8,0.0,2449.8,1060.978,11.76,2074.48,,24561.753774
gemma-4b,swarm,scot,gemma-4b:scot,25,4.64,1.74,0.02,6.4,0.68524,79.3263265306,66.2644,0.745,2.37,79.9974,2.259,0.53014,0.0,0.6228,2965.08,0.0,2965.08,1211.9418,0.0,2360.28,,232.0,34.262,3886.99,37.25,60597.09,0.0,59007.0,0.5806429746,3.9317369126,65.873370956,0.6312810345,4.64,1.74,0.02,6.4,0.68524,79.3263265306,66.2644,0.745,2.37,79.9974,2.259,0.53014,0.0,0.6228,2965.08,0.0,2965.08,1211.9418,0.0,2360.28,,29713.708561
gemma-4b,swarm,few_shot,gemma-4b:few_shot,25,1.0,0.22,0.0,1.22,0.838,72.6316,52.1736,0.27534,2.3734,83.3792,0.6362,0.1377,0.02668,0.45872,1559.2,0.0,1559.2,444.0794,0.0,835.84,,50.0,41.9,3631.58,13.767,22203.97,0.0,20896.0,2.0051684533,2.3928024502,173.7930704441,0.6588342266,1.0,0.22,0.0,1.22,0.838,72.6316,52.1736,0.27534,2.3734,83.3792,0.6362,0.1377,0.02668,0.45872,1559.2,0.0,1559.2,444.0794,0.0,835.84,,15655.8576
